DARPA_1	DARPA_10	DARPA_11	DARPA_12	DARPA_13	DARPA_14	DARPA_15	DARPA_16	DARPA_17	DARPA_18	DARPA_19	DARPA_2	DARPA_20	DARPA_3	DARPA_31	DARPA_32	DARPA_33	DARPA_34	DARPA_35	DARPA_36
24.517	24.768	23.705	22.018	25.391	27.427	24.751	20.403	21.213213	19.347	22.91	21.174173	26.399	22.518	19.853	21.116	20.014	19.474474	19.565	22.816
24.609	24.845	23.744	22.115	25.439	27.532	24.892	20.488	21.234234	19.476	22.959	21.21922	26.528	22.594	19.98	21.164	20.102	19.611612	19.659	22.959
24.643	24.922	23.785	22.23	25.535	27.683	24.963	20.521	21.27928	19.476	23.0	21.26026	26.58	22.629	19.98	21.18	20.129	19.667667	19.679	22.97
24.691	24.956	23.871	22.31	25.569	27.765	25.06	20.624	21.366365	19.496	23.023	21.293293	26.634	22.629	20.077	21.242	20.253	19.72973	19.734	23.064
24.783	25.051	23.951	22.369	25.686	27.857	25.186	20.649	21.448448	19.51	23.09	21.33934	26.768	22.7	20.126	21.3	20.309	19.838839	19.845	23.186
24.877	25.183	24.024	22.436	25.849	28.038	25.343	20.741	21.565565	19.568	23.24	21.442442	26.906	22.801	20.221	21.363	20.395	19.96897	19.9	23.263
24.936	25.281	24.08	22.463	25.871	28.062	25.4	20.833	21.62963	19.64	23.298	21.498499	26.98	22.874	20.283	21.397	20.44	20.032032	19.974	23.337
24.977	25.37	24.149	22.524	25.903	28.155	25.417	20.91	21.702703	19.659	23.343	21.546547	27.037	22.968	20.348	21.438	20.522	20.136137	20.055	23.422
24.989	25.492	24.211	22.622	25.979	28.263	25.493	20.976	21.77978	19.709	23.404	21.555555	27.035	23.02	20.456	21.511	20.604	20.252253	20.138	23.515
25.082	25.496	24.324	22.731	26.138	28.355	25.626	21.036	21.8999	19.804	23.477	21.705706	27.138	23.091	20.558	21.544	20.665	20.335335	20.259	23.612
25.12	25.616	24.423	22.797	26.214	28.458	25.675	21.148	21.93994	19.87	23.569	21.833834	27.255	23.256	20.616	21.601	20.773	20.427427	20.355	23.69
25.22	25.764	24.511	22.906	26.36	28.543	25.836	21.229	22.023024	19.982	23.689	21.848848	27.285	23.345	20.701	21.701	20.797	20.600601	20.45	23.788
25.262	25.877	24.556	23.006	26.417	28.632	25.94	21.344	22.076077	20.077	23.751	21.947948	27.44	23.492	20.747	21.785	20.936	20.64865	20.533	23.912
25.336	25.958	24.675	23.111	26.483	28.72	26.046	21.431	22.097097	20.062	23.875	22.04905	27.599	23.522	20.798	21.888	21.004	20.736736	20.53	23.968
25.415	26.022	24.704	23.181	26.578	28.797	26.13	21.502	22.215216	20.116	23.97	22.133133	27.785	23.607	20.887	21.974	21.061	20.847847	20.644	24.068
25.49	26.051	24.731	23.23	26.613	28.841	26.242	21.581	22.231232	20.164	24.008	22.225225	27.858	23.683	20.98	22.078	21.148	20.928928	20.713	24.15
25.545	26.094	24.744	23.337	26.75	28.906	26.344	21.698	22.29029	20.212	24.087	22.256256	27.949	23.721	21.032	22.115	21.228	20.94094	20.791	24.177
25.667	26.209	24.861	23.357	26.807	28.987	26.384	21.713	22.322323	20.251	24.143	22.360361	28.13	23.814	21.081	22.132	21.291	21.01001	20.85	24.183
25.754	26.202	24.894	23.446	26.876	29.051	26.499	21.752	22.438438	20.341	24.186	22.457457	28.207	23.936	21.104	22.299	21.342	21.09009	20.981	24.253
25.804	26.279	24.982	23.472	26.986	29.102	26.584	21.802	22.445446	20.374	24.199	22.531532	28.233	23.998	21.201	22.361	21.365	21.114115	21.092	24.342
25.932	26.298	25.043	23.505	27.11	29.174	26.649	21.873	22.646646	20.486	24.31	22.653654	28.313	24.017	21.262	22.453	21.414	21.17017	21.163	24.453
25.948	26.398	25.073	23.516	27.174	29.24	26.695	21.949	22.683683	20.568	24.37	22.705706	28.338	24.123	21.381	22.56	21.529	21.33033	21.178	24.517
26.013	26.46	25.166	23.604	27.222	29.265	26.779	22.006	22.753754	20.575	24.467	22.770771	28.333	24.127	21.474	22.662	21.623	21.373373	21.25	24.581
26.149	26.579	25.203	23.69	27.254	29.351	26.873	22.071	22.864864	20.656	24.524	22.903904	28.425	24.145	21.569	22.693	21.662	21.448448	21.358	24.697
26.247	26.588	25.34	23.779	27.374	29.411	26.989	22.134	22.975975	20.746	24.548	22.938938	28.495	24.157	21.667	22.828	21.75	21.542543	21.474	24.738
26.23	26.578	25.378	23.892	27.418	29.406	27.099	22.183	23.042042	20.734	24.568	22.885885	28.456	24.187	21.744	22.917	21.833	21.606607	21.487	24.816
26.312	26.716	25.456	23.965	27.551	29.506	27.232	22.285	23.098099	20.79	24.645	22.975975	28.523	24.233	21.821	22.976	21.921	21.678679	21.57	24.904
26.368	26.763	25.522	23.978	27.549	29.576	27.284	22.345	23.126125	20.819	24.657	22.994995	28.564	24.329	21.892	23.032	21.971	21.733734	21.665	24.988
26.492	26.74	25.543	24.06	27.7	29.669	27.425	22.35	23.175175	20.967	24.741	23.05906	28.863	24.392	22.082	23.187	22.042	21.815815	21.708	25.06
26.589	26.823	25.723	24.217	27.734	29.855	27.643	22.469	23.37037	21.113	24.875	23.136137	29.015	24.548	22.233	23.274	22.196	21.922922	21.884	25.15
26.651	26.951	25.802	24.283	27.861	29.926	27.788	22.558	23.436436	21.131	24.951	23.226227	29.094	24.639	22.294	23.356	22.281	22.018019	21.914	25.275
26.664	26.966	25.804	24.339	27.956	29.953	27.764	22.56	23.510511	21.154	24.931	23.228228	29.081	24.627	22.28	23.461	22.272	22.076077	21.923	25.342
26.781	27.064	25.84	24.437	27.991	29.983	27.917	22.584	23.564564	21.239	24.956	23.303303	29.085	24.733	22.363	23.553	22.325	22.148148	21.999	25.435
26.876	27.096	25.833	24.483	28.039	30.053	27.914	22.64	23.696697	21.227	25.061	23.402403	29.12	24.851	22.437	23.635	22.326	22.282282	22.085	25.485
26.991	27.219	25.988	24.584	28.118	30.119	28.041	22.636	23.726727	21.345	25.175	23.396397	29.205	24.967	22.542	23.734	22.393	22.352352	22.123	25.625
27.033	27.257	25.971	24.632	28.09	30.161	28.06	22.749	23.793795	21.342	25.181	23.468468	29.153	25.071	22.672	23.827	22.475	22.402403	22.219	25.688
27.11	27.512	26.12	24.75	28.333	30.3	28.227	22.82	23.923923	21.444	25.302	23.597597	29.26	25.242	22.794	23.98	22.582	22.528528	22.367	25.85
27.13	27.594	26.187	24.826	28.346	30.32	28.289	22.944	23.96997	21.487	25.321	23.683683	29.362	25.231	22.906	24.135	22.681	22.604605	22.467	25.932
27.21	27.568	26.198	24.915	28.482	30.396	28.336	22.952	24.008009	21.557	25.366	23.674675	29.413	25.311	22.999	24.274	22.733	22.702703	22.5	26.068
27.291	27.572	26.193	24.905	28.556	30.506	28.484	23.011	24.073072	21.599	25.391	23.735735	29.553	25.443	23.128	24.383	22.781	22.741741	22.485	26.157
27.312	27.676	26.253	24.971	28.612	30.555	28.529	23.074	24.149149	21.601	25.422	23.745747	29.582	25.451	23.195	24.464	22.795	22.845846	22.534	26.222
27.38	27.773	26.329	25.104	28.68	30.623	28.604	23.141	24.236237	21.703	25.455	23.811811	29.582	25.497	23.235	24.504	22.88	22.94094	22.581	26.323
27.491	27.834	26.404	25.162	28.77	30.75	28.696	23.213	24.292292	21.771	25.588	23.882883	29.723	25.571	23.335	24.557	22.984	23.05005	22.67	26.432
27.569	27.92	26.42	25.283	28.925	30.785	28.769	23.263	24.324324	21.851	25.584	23.920921	29.808	25.645	23.41	24.609	23.078	23.134134	22.714	26.522
27.685	27.927	26.453	25.254	28.985	30.85	28.801	23.32	24.399399	21.842	25.683	23.972973	29.856	25.722	23.461	24.67	23.146	23.1992	22.775	26.609
27.719	27.998	26.486	25.297	29.028	31.004	28.926	23.356	24.461462	21.88	25.717	24.011011	29.951	25.786	23.574	24.738	23.179	23.323324	22.874	26.693
27.762	28.044	26.503	25.388	29.057	31.02	29.04	23.399	24.564564	21.86	25.768	24.087088	29.953	25.851	23.687	24.788	23.253	23.45045	22.918	26.785
27.791	28.065	26.531	25.407	29.102	31.189	29.142	23.462	24.646646	21.816	25.872	24.138138	30.066	25.941	23.759	24.814	23.309	23.607607	22.998	26.846
27.842	28.164	26.617	25.508	29.212	31.293	29.273	23.564	24.74975	21.851	26.028	24.229229	30.202	26.09	23.811	24.894	23.395	23.702703	23.002	26.917
27.913	28.259	26.648	25.574	29.235	31.364	29.351	23.677	24.81081	21.943	26.126	24.27928	30.237	26.216	23.895	25.038	23.441	23.764765	23.08	26.956
28.074	28.321	26.671	25.615	29.32	31.418	29.348	23.668	24.83984	21.943	26.176	24.326326	30.251	26.289	23.923	25.111	23.468	23.827827	23.134	26.996
28.234	28.366	26.762	25.656	29.409	31.54	29.467	23.765	24.875875	22.011	26.353	24.475475	30.302	26.395	23.941	25.173	23.504	23.845846	23.251	27.091
28.298	28.432	26.817	25.752	29.467	31.591	29.534	23.84	24.975975	22.048	26.464	24.513514	30.424	26.448	23.993	25.214	23.555	23.92993	23.37	27.167
28.371	28.522	26.852	25.774	29.504	31.642	29.639	23.908	25.045046	22.115	26.566	24.553553	30.53	26.512	23.977	25.287	23.587	23.94895	23.409	27.216
28.407	28.583	26.857	25.826	29.586	31.694	29.655	23.966	25.085085	22.141	26.584	24.607607	30.613	26.579	24.028	25.379	23.659	23.994995	23.505	27.311
28.459	28.698	26.962	25.928	29.655	31.822	29.72	24.074	25.157158	22.273	26.642	24.722723	30.735	26.685	24.103	25.461	23.764	24.083082	23.557	27.387
28.516	28.76	27.06	25.985	29.734	31.895	29.819	24.127	25.233232	22.319	26.74	24.746746	30.637	26.768	24.134	25.515	23.868	24.093094	23.663	27.487
28.526	28.848	27.117	26.081	29.777	32.0	29.949	24.195	25.36937	22.404	26.83	24.795795	30.708	26.838	24.242	25.549	23.894	24.103104	23.747	27.594
28.585	28.954	27.205	26.192	29.83	32.019	30.045	24.324	25.374374	22.474	26.873	24.843843	30.777	26.869	24.329	25.647	23.991	24.177177	23.819	27.68
28.636	28.955	27.223	26.262	29.791	32.091	30.062	24.419	25.47047	22.454	26.868	24.852854	30.859	26.839	24.351	25.627	24.051	24.193193	23.823	27.761
28.624	28.987	27.217	26.262	29.847	32.112	30.049	24.522	25.452452	22.47	26.811	24.865866	30.851	26.802	24.373	25.62	24.069	24.293293	23.896	27.876
28.75	29.05	27.283	26.284	29.952	32.219	30.063	24.557	25.44144	22.476	26.93	24.853853	30.95	26.788	24.445	25.629	24.102	24.33934	23.927	27.919
28.801	29.165	27.361	26.296	30.111	32.285	30.191	24.695	25.502502	22.555	27.052	24.913914	31.047	26.914	24.543	25.703	24.181	24.465466	24.018	28.002
28.856	29.24	27.473	26.398	30.161	32.281	30.232	24.686	25.586586	22.585	26.988	24.967968	31.002	26.915	24.605	25.738	24.227	24.477478	24.109	28.039
28.799	29.314	27.488	26.408	30.209	32.351	30.293	24.748	25.615616	22.664	27.032	24.982983	31.03	26.921	24.676	25.816	24.239	24.545546	24.221	28.131
28.829	29.354	27.522	26.467	30.27	32.385	30.33	24.777	25.598598	22.685	27.024	24.96096	31.018	26.879	24.724	25.935	24.327	24.53954	24.247	28.184
28.891	29.453	27.562	26.491	30.28	32.471	30.36	24.848	25.647648	22.717	26.992	25.012012	31.135	26.914	24.836	25.947	24.369	24.603603	24.251	28.244
28.909	29.525	27.65	26.486	30.314	32.496	30.404	24.932	25.719719	22.76	26.945	25.058058	31.266	26.885	24.911	25.95	24.435	24.641642	24.298	28.284
28.975	29.581	27.655	26.545	30.348	32.521	30.454	24.962	25.708708	22.759	26.976	25.147146	31.316	26.953	25.018	26.023	24.466	24.655655	24.291	28.363
29.053	29.635	27.756	26.573	30.388	32.592	30.52	25.045	25.744745	22.796	27.044	25.261261	31.434	27.024	25.064	26.079	24.503	24.764765	24.364	28.434
29.098	29.648	27.797	26.699	30.397	32.603	30.555	25.146	25.813814	22.801	27.127	25.316317	31.488	27.029	25.121	26.172	24.538	24.852854	24.391	28.461
29.22	29.649	27.798	26.743	30.43	32.664	30.659	25.177	25.772772	22.886	27.143	25.404404	31.537	27.139	25.163	26.183	24.527	24.977978	24.413	28.463
29.305	29.658	27.815	26.794	30.44	32.703	30.624	25.219	25.76977	22.888	27.11	25.440441	31.556	27.143	25.222	26.274	24.564	24.988989	24.508	28.592
29.36	29.679	27.871	26.881	30.566	32.78	30.697	25.281	25.822823	22.927	27.225	25.518518	31.573	27.203	25.322	26.34	24.595	25.065065	24.604	28.669
29.432	29.708	27.835	26.921	30.584	32.847	30.701	25.319	25.8999	22.914	27.3	25.487488	31.591	27.258	25.39	26.391	24.688	25.124125	24.652	28.754
29.543	29.769	27.925	26.895	30.667	32.962	30.791	25.385	25.953955	23.019	27.413	25.545546	31.613	27.348	25.433	26.463	24.722	25.174173	24.711	28.804
29.586	29.749	27.998	27.01	30.636	33.091	30.801	25.424	26.009008	23.079	27.568	25.645645	31.652	27.372	25.538	26.507	24.782	25.29029	24.763	28.912
29.614	29.773	27.898	27.065	30.748	33.119	30.876	25.416	26.066067	23.083	27.655	25.661661	31.636	27.443	25.568	26.556	24.799	25.32032	24.816	28.936
29.66	29.756	28.026	27.153	30.743	33.131	30.908	25.466	26.163162	23.109	27.697	25.727728	31.708	27.509	25.622	26.738	24.86	25.378378	24.877	29.043
29.605	29.763	27.992	27.164	30.749	33.177	30.906	25.48	26.195194	23.07	27.788	25.698698	31.717	27.491	25.672	26.747	24.85	25.473473	24.924	29.136
29.603	29.778	28.002	27.263	30.739	33.259	30.929	25.477	26.249249	23.093	27.837	25.725725	31.768	27.486	25.73	26.776	24.881	25.552553	25.008	29.197
29.642	29.791	28.049	27.306	30.773	33.266	31.017	25.49	26.327328	23.09	27.879	25.80881	31.868	27.514	25.749	26.803	24.976	25.593594	25.041	29.203
29.604	29.791	27.99	27.367	30.869	33.405	31.047	25.536	26.358358	23.144	27.892	25.841843	31.853	27.577	25.771	26.762	24.961	25.605606	25.117	29.299
29.61	29.863	28.084	27.435	30.853	33.469	31.04	25.6	26.401402	23.146	28.022	25.897898	31.846	27.619	25.796	26.76	25.082	25.636637	25.206	29.344
29.676	29.911	28.156	27.531	30.983	33.529	31.11	25.694	26.44945	23.177	28.08	25.963964	31.852	27.652	25.886	26.812	25.132	25.714714	25.221	29.397
29.806	30.04	28.203	27.545	31.094	33.546	31.161	25.796	26.452452	23.272	28.147	25.986986	31.947	27.742	25.919	26.846	25.144	25.701702	25.308	29.44
29.814	30.06	28.214	27.539	31.052	33.62	31.15	25.828	26.532532	23.234	28.115	26.03103	31.919	27.801	25.937	26.859	25.197	25.762762	25.347	29.468
29.828	30.01	28.188	27.564	31.033	33.665	31.21	25.783	26.62062	23.195	28.077	25.994995	31.939	27.797	26.002	26.903	25.322	25.75175	25.505	29.477
29.894	30.021	28.251	27.684	31.14	33.798	31.287	25.802	26.723724	23.291	28.136	26.122122	31.969	27.968	26.061	27.02	25.384	25.811811	25.541	29.591
29.96	30.146	28.305	27.744	31.182	33.812	31.356	25.81	26.719719	23.281	28.21	26.183184	31.985	28.018	26.143	27.097	25.478	25.864864	25.663	29.668
29.968	30.176	28.282	27.813	31.205	33.858	31.351	25.929	26.79079	23.297	28.244	26.26026	32.125	28.166	26.235	27.152	25.52	25.935936	25.74	29.765
30.016	30.203	28.303	27.85	31.269	33.935	31.316	26.019	26.828829	23.327	28.304	26.358358	32.187	28.213	26.264	27.168	25.59	25.992992	25.799	29.803
30.026	30.242	28.314	27.896	31.284	34.015	31.325	26.048	26.853853	23.371	28.33	26.315315	32.231	28.208	26.272	27.145	25.579	26.043043	25.875	29.803
30.011	30.29	28.373	27.9	31.337	34.039	31.369	26.093	26.856857	23.37	28.397	26.378378	32.205	28.263	26.26	27.218	25.652	26.083082	25.946	29.836
30.163	30.347	28.447	28.088	31.444	34.155	31.423	26.188	26.88088	23.402	28.413	26.444445	32.343	28.318	26.304	27.259	25.673	26.146147	25.974	29.884
30.17	30.427	28.435	28.167	31.477	34.222	31.493	26.198	26.90991	23.477	28.419	26.471472	32.397	28.388	26.312	27.315	25.779	26.18919	26.062	29.926
30.188	30.426	28.489	28.152	31.459	34.321	31.433	26.215	26.96096	23.443	28.426	26.46947	32.326	28.41	26.432	27.363	25.835	26.288288	26.185	29.971
30.127	30.436	28.491	28.178	31.464	34.371	31.422	26.112	27.012012	23.441	28.359	26.48849	32.304	28.481	26.467	27.39	25.844	26.35135	26.198	30.059
30.153	30.444	28.51	28.172	31.492	34.418	31.443	26.122	27.0	23.413	28.364	26.501501	32.277	28.414	26.455	27.405	25.847	26.381382	26.245	30.107
30.176	30.466	28.576	28.21	31.457	34.37	31.492	26.203	27.044044	23.425	28.421	26.563564	32.351	28.434	26.503	27.384	25.832	26.374374	26.277	30.155
30.2	30.55	28.565	28.258	31.499	34.401	31.462	26.272	27.04104	23.416	28.428	26.553553	32.464	28.418	26.523	27.35	25.818	26.474474	26.353	30.271
30.364	30.641	28.64	28.306	31.539	34.43	31.534	26.384	27.144144	23.431	28.524	26.63063	32.484	28.504	26.605	27.439	25.883	26.54955	26.467	30.321
30.455	30.701	28.74	28.329	31.534	34.442	31.569	26.498	27.174173	23.468	28.561	26.688688	32.53	28.549	26.751	27.506	26.022	26.68969	26.547	30.385
30.513	30.735	28.757	28.366	31.575	34.55	31.595	26.486	27.152153	23.473	28.603	26.714714	32.544	28.616	26.761	27.56	26.028	26.786787	26.605	30.394
30.583	30.748	28.76	28.467	31.617	34.654	31.587	26.507	27.239239	23.518	28.688	26.77978	32.632	28.675	26.817	27.617	26.098	26.818819	26.617	30.385
30.613	30.751	28.841	28.433	31.653	34.659	31.569	26.618	27.285286	23.546	28.767	26.719719	32.598	28.722	26.893	27.692	26.154	26.862864	26.657	30.454
30.716	30.771	28.88	28.524	31.771	34.75	31.69	26.666	27.311312	23.557	28.865	26.773773	32.718	28.802	26.996	27.796	26.2	26.92993	26.685	30.517
30.803	30.854	28.886	28.519	31.787	34.801	31.763	26.751	27.341341	23.58	28.889	26.850851	32.811	28.792	27.101	27.853	26.229	26.992992	26.739	30.553
30.925	30.836	28.855	28.486	31.756	34.879	31.805	26.752	27.413414	23.571	28.936	26.8989	32.825	28.847	27.124	27.952	26.279	27.008009	26.732	30.606
30.911	30.914	28.812	28.458	31.663	34.951	31.75	26.785	27.442442	23.52	28.976	26.910912	32.857	28.849	27.117	28.027	26.307	26.998999	26.734	30.583
31.05	30.92	28.763	28.457	31.692	34.99	31.792	26.9	27.513514	23.547	29.013	26.896896	32.86	28.893	27.106	28.099	26.282	27.03103	26.788	30.683
31.021	30.845	28.798	28.424	31.665	34.97	31.801	26.916	27.56857	23.554	28.96	26.959959	32.888	28.853	27.122	28.151	26.302	27.008009	26.792	30.714
31.075	30.905	28.872	28.482	31.701	34.985	31.839	26.922	27.5996	23.521	29.017	26.964966	32.93	28.818	27.179	28.173	26.357	27.066067	26.853	30.755
31.102	31.029	28.882	28.47	31.813	35.11	31.93	27.04	27.613613	23.523	29.005	26.934935	32.856	28.813	27.25	28.155	26.397	27.083082	26.915	30.906
31.15	31.102	28.855	28.459	31.829	35.13	31.926	27.142	27.670671	23.505	28.99	26.967968	32.869	28.767	27.274	28.142	26.418	27.10911	26.877	30.84
31.214	31.178	28.83	28.501	31.897	35.211	31.893	27.18	27.696697	23.517	29.02	26.944944	32.906	28.762	27.242	28.215	26.448	27.127127	26.881	30.911
31.211	31.245	28.832	28.528	31.849	35.244	31.967	27.188	27.694695	23.527	29.043	26.95896	32.936	28.814	27.327	28.276	26.474	27.214214	26.923	30.973
31.216	31.318	28.88	28.563	31.856	35.247	32.029	27.272	27.741741	23.556	29.058	26.996998	32.963	28.846	27.338	28.375	26.574	27.211212	26.966	31.083
31.273	31.383	28.861	28.525	31.864	35.336	31.999	27.337	27.694695	23.576	29.085	27.001001	32.974	28.834	27.393	28.389	26.602	27.179178	26.999	31.122
31.358	31.398	28.887	28.591	31.902	35.355	32.049	27.419	27.741741	23.643	29.101	27.017017	33.013	28.886	27.407	28.44	26.612	27.23023	26.984	31.188
31.369	31.435	28.911	28.609	31.898	35.325	32.087	27.475	27.684685	23.598	29.075	26.975975	33.046	28.895	27.489	28.474	26.677	27.275276	27.001	31.188
31.458	31.491	28.907	28.64	31.911	35.318	32.149	27.437	27.688688	23.601	29.112	26.951952	33.092	28.873	27.563	28.485	26.674	27.216217	27.025	31.236
31.535	31.593	29.012	28.692	32.001	35.426	32.285	27.524	27.83984	23.685	29.209	27.035034	33.164	28.977	27.552	28.507	26.709	27.208208	27.052	31.265
31.548	31.487	28.994	28.65	32.018	35.493	32.294	27.511	27.80981	23.68	29.155	27.03003	33.072	29.092	27.528	28.568	26.788	27.234234	27.077	31.257
31.5	31.56	28.934	28.665	31.988	35.523	32.286	27.527	27.79079	23.678	29.175	27.02102	33.026	29.067	27.53	28.603	26.834	27.341341	27.124	31.335
31.594	31.642	28.903	28.667	32.101	35.62	32.358	27.576	27.86887	23.769	29.228	27.067066	33.141	29.168	27.551	28.698	26.853	27.375376	27.22	31.375
31.617	31.593	29.0	28.699	32.062	35.628	32.364	27.569	27.864864	23.777	29.282	27.10911	33.198	29.236	27.561	28.748	26.826	27.365366	27.29	31.453
31.649	31.638	29.055	28.775	32.135	35.72	32.332	27.592	27.853853	23.834	29.257	27.123123	33.213	29.214	27.533	28.795	26.862	27.43944	27.341	31.487
31.561	31.683	29.057	28.736	32.157	35.786	32.358	27.674	27.87087	23.843	29.253	27.079079	33.191	29.213	27.526	28.866	26.889	27.454454	27.393	31.566
31.588	31.744	29.034	28.806	32.21	35.7	32.339	27.673	27.905907	23.78	29.317	27.149149	33.199	29.207	27.574	28.902	26.933	27.472473	27.39	31.64
31.627	31.778	29.051	28.823	32.206	35.727	32.353	27.652	27.882883	23.786	29.348	27.125126	33.2	29.157	27.619	28.927	26.984	27.515516	27.478	31.64
31.599	31.841	29.083	28.901	32.243	35.804	32.421	27.728	27.8999	23.861	29.468	27.2012	33.306	29.255	27.729	29.025	27.056	27.618618	27.579	31.727
31.604	31.854	29.17	28.936	32.263	35.828	32.398	27.822	27.935936	23.847	29.42	27.214214	33.336	29.192	27.816	29.073	27.056	27.695696	27.652	31.781
31.538	31.827	29.226	28.921	32.252	35.86	32.411	27.824	27.863863	23.888	29.421	27.193193	33.418	29.187	27.821	29.132	27.147	27.678679	27.664	31.76
31.596	31.868	29.217	28.986	32.309	35.935	32.501	27.901	27.976976	23.981	29.434	27.287287	33.514	29.212	27.827	29.169	27.182	27.738739	27.735	31.868
31.599	31.901	29.245	28.94	32.296	35.958	32.493	27.918	27.992992	23.988	29.45	27.301302	33.63	29.233	27.85	29.222	27.204	27.778778	27.737	31.927
31.634	31.892	29.24	28.901	32.202	35.958	32.553	27.956	28.05005	24.008	29.459	27.345345	33.644	29.228	27.881	29.261	27.15	27.760761	27.706	31.917
31.673	31.894	29.277	28.94	32.227	36.065	32.545	27.945	28.056057	24.063	29.514	27.366365	33.732	29.302	27.95	29.277	27.167	27.776777	27.732	31.987
31.682	31.961	29.323	28.926	32.244	36.093	32.655	28.038	28.11011	24.073	29.596	27.50951	33.793	29.324	27.985	29.239	27.198	27.825827	27.814	31.943
31.634	31.992	29.427	28.988	32.297	36.169	32.606	28.049	28.174173	24.054	29.666	27.474474	33.76	29.288	27.965	29.262	27.247	27.937939	27.904	31.969
31.721	32.025	29.447	29.007	32.296	36.19	32.677	28.073	28.284285	24.107	29.736	27.584585	33.83	29.421	28.04	29.355	27.288	27.951952	27.989	32.029
31.758	32.122	29.543	29.027	32.483	36.297	32.749	28.172	28.40841	24.202	29.856	27.63063	33.906	29.528	28.227	29.585	27.366	28.09009	28.102	32.224
31.725	32.141	29.545	29.076	32.506	36.279	32.773	28.183	28.472473	24.231	29.799	27.662663	33.876	29.555	28.262	29.601	27.339	28.122122	28.185	32.228
31.711	32.16	29.565	28.968	32.52	36.305	32.739	28.203	28.533533	24.208	29.899	27.655655	33.834	29.607	28.273	29.667	27.395	28.137136	28.217	32.25
31.687	32.176	29.602	29.027	32.588	36.419	32.792	28.206	28.56857	24.22	29.904	27.639639	33.881	29.608	28.311	29.765	27.459	28.218218	28.268	32.3
31.722	32.214	29.638	29.067	32.679	36.447	32.864	28.252	28.588589	24.223	29.983	27.666666	33.932	29.611	28.241	29.798	27.391	28.228228	28.294	32.299
31.71	32.147	29.669	29.023	32.666	36.598	32.785	28.315	28.584585	24.285	30.034	27.64965	33.994	29.661	28.264	29.854	27.412	28.179178	28.372	32.301
31.628	32.139	29.621	28.984	32.688	36.515	32.746	28.317	28.517517	24.324	29.989	27.637638	33.942	29.577	28.3	29.746	27.343	28.043043	28.312	32.293
31.546	32.116	29.61	28.947	32.647	36.478	32.872	28.331	28.54054	24.317	29.951	27.573574	33.947	29.58	28.316	29.736	27.428	28.014013	28.337	32.344
31.608	32.113	29.692	28.998	32.665	36.54	32.91	28.363	28.586586	24.32	29.95	27.636637	33.987	29.607	28.337	29.742	27.525	28.057056	28.359	32.418
31.596	32.193	29.77	29.085	32.723	36.648	33.025	28.428	28.616617	24.405	29.972	27.66066	34.101	29.576	28.414	29.768	27.573	28.14014	28.414	32.514
31.566	32.21	29.727	29.111	32.744	36.619	33.045	28.461	28.66066	24.401	29.919	27.618618	34.077	29.59	28.49	29.873	27.633	28.175175	28.382	32.536
31.631	32.233	29.767	29.139	32.803	36.646	33.022	28.497	28.627628	24.42	29.936	27.654655	34.1	29.627	28.483	29.938	27.69	28.167168	28.384	32.621
31.629	32.312	29.764	29.169	32.81	36.567	32.969	28.495	28.656656	24.39	29.966	27.632633	34.09	29.614	28.546	29.967	27.724	28.218218	28.366	32.629
31.613	32.365	29.749	29.222	32.822	36.599	33.045	28.559	28.65966	24.424	29.988	27.688688	34.162	29.612	28.605	29.98	27.758	28.1992	28.389	32.666
