PID4413_Tumor_RNA		PID4418_Tumor_insulinoma_RNA		PID4447_Tumor_RNA		PID4468_Tumor_MTC_RNA		PID4596_13006_Tumor_RNA		PT087_Primary_RNA		PT087_Recurrent_RNA		PT165_Primary_RNA		PT165_Recurrent_RNA		PT208_P1_Tumor_RNA		PT208_P2_Tumor_RNA		PT211_S1_Tumor_RNA		PT211_S2_Tumor_RNA		PT218_Primary_RNA	
95.878685		137.60693		112.58214		92.88324		16.215437		26.716553		28.608744		22.79		26.086168		114.39374		89.03139		67.332214		48.276257		23.31069	
95.81519		137.96872		112.5883		92.77919		16.20046		26.791384		28.483183		22.855234		26.127129		114.75561		89.010086		67.22784		48.44178		23.302895	
95.77211		137.8285		112.572845		92.81019		16.187788		26.782312		28.45852		22.846325		26.106697		114.71076		89.050446		67.24691		48.584476		23.286192	
95.56576		137.68481		112.54526		92.75463		16.155529		26.795918		28.484304		22.814032		26.142046		114.644615		89.08408		67.03928		48.651825		23.29543	
95.611115		137.84222		112.47682		92.40162		16.188221		26.793652		28.444445		22.747215		26.119318		114.5639		89.030266		67.20426		48.659817		23.329988	
95.62925		137.86427		112.62251		92.25231		16.19515		26.74603		28.39394		22.668152		26.057955		114.6009		88.91928		67.05051		48.627853		23.220736	
95.35828		137.8515		112.70861		92.260414		16.116629		26.629251		28.299664		22.623608		26.027273		114.83633		88.98431		66.99214		48.71461		23.22631	
95.23129		137.6137		112.50387		92.142365		16.062428		26.623583		28.30752		22.583519		25.95341		114.81278		89.030304		67.09203		48.697487		23.240803	
95.165535		137.58188		112.455246		92.61921		16.092485		26.623583		28.156004		22.521158		25.931818		114.80942		88.837265		67.03704		48.32306		23.31438	
95.28377		137.2439		112.50276		92.52894		16.02081		26.572563		28.126823		22.479956		26.01479		114.79036		88.73401		66.943886		48.36073		23.420113	
94.884224		136.81534		112.48619		92.42062		16.001156		26.6678		28.079685		22.502228		26.015926		114.894615		88.43546		66.784515		48.45662		23.385475	
94.84091		136.98955		112.34364		92.50985		16.02312		26.656462		28.075197		22.418709		25.98521		114.914795		88.27273		66.80696		48.32192		23.372066	
94.67954		136.95354		112.4663		92.30475		16.004623		26.696146		27.97082		22.422049		26.027334		114.753365		88.17059		66.835014		48.28653		23.393295	
94.42159		136.96632		112.441986		92.079956		16.023174		26.759365		27.993265		22.448774		26.16096		114.82043		88.320984		66.72391		48.208904		23.344133	
94.50512		136.48781		112.29171		91.653534		15.900348		26.761635		27.90909		22.445435		26.149544		114.73146		88.19304		66.65169		48.15525		23.437988	
94.50398		136.49013		112.310844		91.67323		15.838934		26.783201		27.920225		22.423162		26.13242		114.801125		88.148315		66.67978		48.28767		23.39821	
94.62913		136.66434		112.38717		91.52376		15.849362		26.76958		27.8809		22.356348		26.171232		114.87079		88.18898		66.58876		48.295662		23.39821	
94.53697		136.73752		112.36283		91.34183		15.792584		26.748014		27.86854		22.309576		26.148401		114.698875		88.02812		66.620224		48.27169		23.32886	
94.639366		136.91173		112.53163		91.2355		15.77752		26.688637		27.820225		22.230513		26.142694		114.77615		88.023674		66.55681		48.38286		23.446188	
94.789536		136.75842		112.54495		91.14501		15.791426		26.672728		27.846067		22.170378		26.189497		114.852646		88.123024		66.42519		48.26857		23.431614	
94.71445		136.42044		112.47111		91.14518		15.756662		26.622726		27.867416		22.193764		26.111872		114.753654		88.07449		66.32733		48.177143		23.434978	
94.81229		136.08954		112.66		91.07442		15.784472		26.631819		27.892136		22.165924		26.106165		114.72553		88.25395		66.357704		48.104		23.431614	
94.91923		135.99303		112.60667		90.76744		15.764502		26.730682		27.85955		22.172606		26.075342		114.47469		88.10158		66.385826		48.01486		23.479237	
94.78271		136.09895		112.575554		91.023285		15.771196		26.702272		27.864044		22.200445		26.067352		114.36896		88.18983		66.3757		48.01373		23.507866	
94.783844		136.10011		112.48778		90.827705		15.786047		26.799772		27.805618		22.177258		25.929224		114.563065		88.28652		66.456696		48.032036		23.492134	
94.67122		136.0035		112.24333		90.90093		15.8125725		26.83959		27.880764		22.160536		25.901827		114.54617		88.22449		66.498314		48.02174		23.479774	
94.64164		135.95221		112.47222		90.85531		15.80326		26.83504		27.824522		22.061316		25.873287		114.62275		88.08276		66.51294		48.02403		23.563555	
94.68487		135.9802		112.46778		90.88565		15.828871		26.79067		27.739033		22.016722		25.765982		114.565315		88.12698		66.25984		47.946224		23.610798	
94.825935		135.97203		112.34		90.8098		15.84965		26.738882		27.80315		22.046875		25.8		114.57658		87.77551		66.04949		48.0492		23.56918	
94.77133		135.85197		112.496666		90.834114		15.7669		26.67389		27.769403		22.04799		25.726856		114.686935		87.65646		66.11024		48.138443		23.528685	
94.89066		135.41841		112.64667		90.615654		15.706294		26.605473		27.796171		22.001116		25.746286		114.61487		87.76731		66.09786		48.160183		23.449944	
94.79157		135.58742		112.690765		90.679535		15.744755		26.652967		27.757883		21.981028		25.76659		114.64977		87.71623		66.07424		48.300114		23.425676	
94.875854		135.4259		112.52614		90.82649		15.757293		26.706285		27.698198		22.05028		25.781464		114.65991		87.69353		66.09224		48.36426		23.47973	
94.83941		135.3804		112.441605		90.99179		15.767795		26.716572		27.70946		22.07933		25.708239		114.49099		87.533485		66.055115		48.45361		23.53491	
94.758545		135.23804		112.47275		91.07034		15.810748		26.677713		27.637388		22.153072		25.782608		114.48198		87.47787		66.07424		48.395187		23.58446	
94.82802		135.15753		112.487206		91.350586		15.871345		26.680779		27.636261		22.0838		25.835821		114.40991		87.211365		66.05062		48.41008		23.714447	
94.839226		134.88565		112.56062		90.8447		15.797424		26.754868		27.621622		22.04134		25.87256		115.23424		87.324234		66.570305		48.46621		23.73815	
94.850624		134.5706		112.65406		90.87882		15.788056		26.863533		27.52875		21.919554		25.857635		115.27365		87.25142		66.637794		48.320732		23.786682	
94.76853		134.31505		112.76307		90.541176		15.837046		26.829128		27.552423		21.907158		25.795637		115.3991		87.10125		66.56355		48.366974		23.745762	
94.9943		133.99066		112.77864		90.27765		15.73857		26.808487		27.520857		21.835571		25.799082		115.28748		86.90216		66.70191		48.194954		23.676836	
95.041046		133.78763		112.77753		90.252945		15.713951		26.700687		27.5062		21.879194		25.835821		115.17813		86.80774		66.664795		48.100918		23.684746	
94.97035		133.81097		112.97108		90.31294		15.706917		26.748854		27.497744		21.873602		25.810562		115.12063		86.7426		66.89201		48.08945		23.664408	
95.02965		133.82497		112.93882		90.33059		15.670574		26.755733		27.473446		21.854586		25.785305		115.106094		86.659065		66.945946		48.076836		23.71542	
95.06158		133.70595		112.98109		90.82332		15.650645		26.716743		27.476244		21.876957		25.88404		114.98307		86.79247		66.88176		48.148106		23.764172	
95.107185		133.27422		113.02781		90.70318		15.654161		26.745413		27.421946		21.879194		25.878302		114.733635		86.81984		66.75901		48.179104		23.756235	
95.057014		133.55374		112.937706		90.898705		15.671362		26.738232		27.470589		21.89038		25.91619		114.60835		86.72976		66.78603		48.20436		23.684807	
95.017105		133.58995		112.93437		90.58893		15.6255865		26.686567		27.450226		21.885906		25.85419		114.61964		86.68643		66.72072		48.06544		23.645124	
94.93387		133.49066		112.74416		90.64782		15.593897		26.645235		27.430996		21.911633		25.835821		114.78079		86.563286		66.82413		48.06092		23.595238	
94.9715		133.40187		112.40489		89.89753		15.638497		26.59357		27.421946		21.893736		25.824339		114.48814		86.44242		66.59527		48.014942		23.588436	
94.958954		133.33177		112.403786		89.44876		15.609155		26.535017		27.421768		21.887024		25.740528		114.50282		86.55188		66.54002		48.028736		23.636055	
94.9179		133.53856		112.32814		89.62736		15.537559		26.477612		27.43424		21.82886		25.709196		114.42194		86.50457		66.534386		48.041378		23.633371	
94.940704		133.51518		112.21357		89.417946		15.629108		26.33984		27.333334		21.810963		25.716915		114.535065		86.33943		66.55355		48.08621		23.635641	
94.65793		133.68538		112.11012		89.43617		15.601645		26.266666		27.314058		21.845291		25.714615		114.359726		86.09943		66.58014		48.001152		23.62202	
94.69556		133.42339		111.92658		89.46099		15.640423		26.257471		27.42517		21.837261		25.70046		114.44281		86.101715		66.621895		47.904488		23.602724	
94.584946		133.82924		111.65183		89.45272		15.726205		26.251724		27.442177		21.848314		25.700115		114.4564		85.91991		66.5		47.949368		23.75	
94.61459		133.62456		111.58064		89.02718		15.73443		26.255173		27.411564		21.845894		25.61361		114.24009		85.8421		66.36456		47.914845		23.752274	
94.664764		133.56609		111.494995		88.997635		15.735605		26.30115		27.417234		21.75478		25.825636		114.13703		85.7254		66.36907		47.929806		23.746592	
95.216896		133.27953		111.39755		88.950356		15.714454		26.306099		27.354876		21.75478		25.811562		114.51529		85.33181		66.52934		48.008057		23.748577	
95.05023		133.48477		111.44989		89.171394		15.740306		26.304148		27.363945		21.76603		25.769941		114.5		85.395645		66.67494		47.949368		23.711035	
95.0411		133.24825		111.24053		89.076836		15.703877		26.230415		27.443813		21.763779		25.813658		114.82539		85.229355		66.55869		48.00576		23.729239	
95.02169		133.28337		111.13029		88.81184		15.660399		26.220047		27.409761		21.687288		25.79514		114.79819		84.94037		66.59322		48.036865		23.740614	
94.93493		133.70024		111.12027		88.914795		15.655699		26.25576		27.481272		21.733408		25.931633		114.88322		85.001144		66.47684		48.114056		23.765642	
94.79909		133.86768		111.15367		89.01538		15.714454		26.24106		27.356413		21.734533		25.886442		114.918365		85.04707		66.35028		48.251152		23.82025	
94.82534		134.16628		110.98663		89.03787		15.675675		26.232986		27.29739		21.73116		25.661646		115.04082		84.99197		66.251976		48.220047		23.739477	
94.89612		133.94965		110.91648		88.97633		15.703877		26.193771		27.272417		21.730034		25.654293		115.24377		84.82893		66.31187		48.188942		23.753986	
94.73744		133.69087		110.7784		88.86627		15.683901		26.178778		27.219318		21.731981		25.718098		114.89796		84.82434		66.26893		48.167244		23.719818	
94.94178		133.60187		110.41537		89.0639		15.585194		26.133795		27.147728		21.682432		25.633411		114.79025		84.86912		66.08475		48.16609		23.800684	
94.981735		133.46721		109.439865		89.07811		15.60752		26.160322		27.138636		21.692568		25.626017		114.79252		84.84845		65.96497		48.14187		23.68757	
95.115295		133.17096		109.319595		89.12781		15.562867		26.175318		27.093182		21.748875		25.607433		114.30726		84.57405		65.80452		48.049595		23.670467	
95.34171		133.19087		109.41537		88.64378		15.522914		26.194925		27.09091		21.736486		25.566782		113.99093		84.4845		65.79548		47.95617		23.67389	
95.17277		133.40329		109.30624		89.15521		15.47356		26.234411		27.137657		21.766628		25.547039		114.02041		84.26062		65.63164		47.889275		23.697489	
95.17162		133.35211		109.03121		89.104385		15.460634		26.15358		27.06257		21.738443		25.527906		113.86168		84.27784		65.57062		47.993073		23.73341	
95.15103		133.3392		109.25864		88.99882		15.432432		26.152426		27.032991		21.72266		25.543024		113.75284		84.304245		65.633484		47.996536		23.764301	
95.14989		133.34273		109.007805		88.92527		15.46181		26.116629		27.006826		21.665163		25.590698		113.575966		84.40528		65.5889		48.081985		23.708239	
95.20275		133.51822		108.7592		88.74852		15.479436		26.06351		27.050056		21.633596		25.59186		113.52834		84.47241		65.57871		48.07044		23.689932	
95.39679		133.7074		108.62653		88.80071		15.524089		26.034641		27.013653		21.625704		25.585564		113.728714		84.72988		65.46886		48.051964		23.686499	
95.55849		133.08344		108.79599		89.01308		15.5581665		25.966513		27.051252		21.56708		25.589743		113.8513		84.75144		65.61495		47.98499		23.702517	
95.68657		132.98117		108.92308		89.029724		15.544065		25.994219		27.08542		21.569334		25.541958		113.97049		84.75144		65.575966		47.8763		23.810997	
95.547646		132.86588		108.884056		89.203575		15.459459		26.06713		27.131128		21.500565		25.594406		113.946655		84.657074		65.50114		47.907513		23.867125	
95.60275		133.29211		108.88517		89.530396		15.444183		26.03125		27.13683		21.459978		25.550758		113.80931		84.55006		65.41203		47.89711		23.846506	
95.57405		133.5748		109.03233		89.323006		15.453584		25.95949		27.129988		21.422773		25.604435		113.86606		84.47756		65.427925		47.83815		23.848797	
95.505165		133.69023		108.91416		88.946365		15.450059		25.935184		27.103764		21.461105		25.655775		113.72531		84.682396		65.5664		47.90278		23.875143	
95.64294		133.65489		108.824974		88.87589		15.508813		25.94554		27.070696		21.462233		25.632439		113.68899		84.56962		65.55454		47.88889		23.798397	
95.58094		133.34158		108.943146		88.821		15.582353		25.87022		26.932726		21.48929		25.57643		113.48468		84.458		65.50455		47.85648		23.80527	
95.55568		133.50177		108.74359		88.82935		15.58		25.884125		26.942987		21.453213		25.50875		113.37798		84.31531		65.62841		47.82986		23.812141	
95.52124		133.37221		108.60312		88.76463		15.498823		25.87022		26.85747		21.409245		25.449242		113.40976		84.26007		65.52273		47.76389		23.847477	
95.409874		132.65842		108.40134		88.79331		15.475294		25.940905		26.838085		21.332582		25.448074		113.1067		84.20023		65.70729		47.828705		23.845184	
95.43628		132.57243		108.47321		88.615295		15.443529		25.979143		26.891676		21.316797		25.294048		113.15359		84.130035		65.700455		47.74971		23.849598	
95.40528		132.34158		108.55804		88.50777		15.476471		26.01854		26.897377		21.352144		25.13419		112.69397		83.92175		65.63212		47.72885		23.78186	
95.28243		132.66628		108.42346		88.38829		15.607059		26.091541		26.873432		21.38079		25.13084		112.6678		83.747986		65.61802		47.551563		23.864056	
95.149254		133.2562		108.39106		88.04306		15.595995		26.025492		26.831244		21.331074		25.098131		112.698524		83.84925		65.50285		47.52144		23.96198	
95.31573		133.08264		108.42458		88.32775		15.616019		26.073002		26.875713		21.320904		25.070093		112.679184		83.60414		65.57925		47.522594		24.002304	
95.56322		133.2355		108.32514		88.467064		15.614841		26.11253		26.851599		21.336723		25.01285		112.4533		83.40046		65.40821		47.451912		24.04378	
95.53218		133.34201		108.36313		88.409584		15.614841		26.095127		26.891552		21.285875		24.983644		112.41116		83.0771		65.35576		47.36037		24.016129	
95.54368		133.26865		108.63004		88.23713		15.621908		26.113821		26.904926		21.305084		24.968458		112.690285		82.884926		65.446976		47.448956		23.967741	
94.8435		133.1574		108.94058		88.28383		15.546525		26.029036		26.940435		21.298306		24.955608		112.057274		82.91475		65.17237		47.416473		23.986176	
94.974655		133.2426		108.922646		88.070656		15.496462		26.1		26.956423		21.312994		24.957945		112.16972		82.974655		65.129		47.54123		23.949308	
94.89862		133.2192		108.90359		87.821556		15.494103		26.116415		26.980505		21.285875		24.86916		112.445465		82.83871		65.11872		47.548836		23.907835	
94.8364		133.29858		108.6861		87.74491		15.439858		26.059372		26.931114		21.3224		24.834112		112.59128		82.746544		65.25257		47.45465		23.802996	
94.78802		133.38152		108.41704		87.06595		15.378538		26.060606		26.900114		21.256788		24.841122		112.53846		82.8364		65.204575		47.42093		23.798388	
94.843315		132.85545		108.225334		86.83453		15.340802		26.004662		26.882893		21.331448		24.879673		112.6659		82.92627		65.37371		47.43256		23.781105	
94.769585		132.69786		108.22421		86.689445		15.329009		25.962704		26.898966		21.324661		24.89486		112.52698		82.808754		65.18285		47.42907		23.806452	
94.6636		132.64218		108.219734		87.16187		15.324676		25.904428		26.898966		21.302036		24.834112		112.62184		82.741936		65.25744		47.30349		23.758064	
94.8293		132.60262		108.25673		87.147484		15.245573		25.884615		26.889656		21.302378		24.87822		112.63448		82.502304		65.1865		47.25		23.779953	
94.761246		132.47687		108.1704		87.32854		15.265643		25.913754		26.909195		21.31257		24.84075		112.86421		82.44983		65.13158		47.346153		23.797235	
94.73587		132.35036		108.023544		87.34892		15.236128		25.946386		26.941313		21.258211		24.832552		112.66628		82.35755		65.30892		47.37063		23.873272	
94.95612		132.71071		107.75673		87.46579		15.236128		25.960373		26.918297		21.328426		24.820843		112.069046		82.36374		65.34096		47.34499		23.865208	
94.78753		132.90118		107.59978		87.292915		15.224321		25.851982		26.901035		21.3624		24.751757		112.04378		82.44457		65.23798		47.376457		23.879032	
94.61317		132.87262		107.61323		86.91597		15.165484		25.771563		26.925201		21.387316		24.862677		111.9712		82.33834		65.34748		47.25641		23.890553	
94.8763		132.97139		107.729515		86.95558		15.231043		25.794872		27.013857		21.439909		24.794601		111.98733		82.331406		65.24656		47.298717		23.79378	
94.932945		133.05482		107.70034		86.92917		15.279621		25.738928		26.931871		21.43084		24.79108		111.77419		82.457275		65.19037		47.2007		23.794931	
94.98613		132.84248		107.63861		86.420166		15.306872		25.68648		26.942263		21.436508		24.794601		111.736176		82.4873		65.0539		47.183197		23.806452	
95.15759		133.28639		107.711235		86.72957		15.25474		25.645275		26.939955		21.444445		24.833138		111.69931		82.63395		65.048164		47.22754		23.800692	
95.133255		133.00835		107.57977		86.70072		15.276067		25.630104		26.89261		21.39569		24.78496		111.622116		82.54619		65.03096		47.184578		23.821428	
95.18076		133.179		107.72328		86.37981		15.279621		25.62077		26.950346		21.384354		24.733255		111.51152		82.41339		65.04483		47.23509		23.708189	
95.07764		133.13023		107.52081		86.46024		15.261848		25.649942		27.016203		21.38889		24.757933		111.4447		82.40993		65.263824		47.104095		23.69053	
95.01854		132.99641		107.51856		86.449394		15.267773		25.61377		26.961805		21.431328		24.843346		111.40323		82.53118		65.21774		47.07377		23.553757	
94.94438		132.69057		107.48144		86.75783		15.329384		25.537924		26.925926		21.47446		24.849234		111.28802		82.7607		65.32834		47.03396		23.532948	
95.17265		132.52568		107.46232		87.04699		15.579384		25.640606		26.974537		21.491488		24.86219		111.326035		83.21734		65.25		46.985947		23.593063	
95.20394		132.62605		107.30034		86.98072		15.574644		25.632439		26.836617		21.528944		24.815077		111.333336		83.22427		65.314514		47.018734		23.595375	
95.099655		132.81123		107.625		86.810844		15.587189		25.729288		26.771727		21.519318		24.84434		111.40416		83.1237		65.43599		47.14637		23.641619	
95.04288		132.72282		107.36824		87.30482		15.551601		25.716122		26.758701		21.468182		24.85006		111.35722		82.84259		65.35755		47.141685		23.624277	
94.75435		133.01195		107.14302		87.28795		15.504152		25.68501		26.75058		21.467045		24.984634		111.48843		82.7752		65.22953		47.117096		23.598845	
94.70104		132.9378		107.271706		87.13012		15.521378		25.735052		26.706497		21.426136		24.965681		111.545135		82.57889		65.21338		47.088993		23.609953	
94.56663		133.00719		107.352875		87.51453		15.55648		25.672535		26.769768		21.464773		25.024853		111.385414		82.440834		65.2194		47.06089		23.614138	
94.53534		133.03593		107.426155		87.56538		15.58145		25.61737		26.690699		21.492046		24.930178		111.20949		82.4536		65.159355		47.043327		23.663963	
94.41599		132.9054		107.11161		87.58959		15.577884		25.561033		26.623981		21.49091		24.912426		111.01273		82.39443		65.12702		46.96487		23.627611	
94.39211		132.94252		107.128525		87.32687		15.533888		25.579813		26.569267		21.56769		24.940828		110.59722		82.412994		65.11432		46.922718		23.62065	
94.49072		132.93054		107.32018		87.181595		15.479192		25.678823		26.448196		21.596811		24.946745		110.57176		82.25986		65.09238		46.926144		23.645012	
94.47448		133.33174		107.37133		87.17697		15.441141		25.72		26.469696		21.618286		25.00948		110.62037		82.07657		65.09942		46.834507		23.677494	
94.287704		133.52814		107.10835		86.94666		15.477381		25.70353		26.426573		21.652922		24.939503		110.576385		81.87007		65.02544		46.767605		23.752325	
94.35731		133.21677		106.95486		87.01818		15.446428		25.61647		26.428904		21.60252		24.940687		110.55787		81.89559		64.85202		46.83216		23.784883	
94.59117		133.07545		106.988716		87.197815		15.396901		25.680801		26.432905		21.553265		24.901543		110.60139		82.163574		64.8474		46.9624		23.739534	
94.63995		133.11856		107.05192		86.92223		15.369488		25.579506		26.383898		21.544102		24.825623		110.607185		82.20534		64.75607		46.857815		23.76368	
94.65621		133.24072		107.25847		87.18347		15.333731		25.521227		26.373396		21.497137		24.772242		110.562		82.285385		64.85318		46.857647		23.664726	
94.59001		133.72302		107.08578		87.18248		15.252682		25.487604		26.352392		21.494844		24.805456		110.62181		82.39095		64.69364		46.848236		23.597206	
94.518005		134.08774		107.0474		87.384895		15.213349		25.465088		26.400234		21.489119		24.780546		110.67401		82.25174		64.57457		46.909412		23.586246	
94.49013		134.16586		106.817154		87.64878		15.179976		25.409952		26.443407		21.5189		24.77936		110.84803		82.15429		64.55376		46.958775		23.567598	
94.49013		134.03972		106.75508		87.835365		15.079857		25.343601		26.450409		21.5189		24.783848		110.70998		82.27991		64.50867		46.919907		23.592075	
94.601166		133.99277		106.93567		87.67888		15.048867		25.32346		26.532711		21.473082		24.77197		110.796745		82.14402		64.60532		47.03302		23.628939	
94.52442		134.19638		106.80248		87.80098		15.022646		25.361374		26.515186		21.450172		24.764566		111.031395		82.111626		64.38079		47.167652		23.6056	
94.5907		134.11807		106.777405		87.76312		14.990465		25.325829		26.473684		21.48339		24.81094		111.07209		81.96741		64.18981		47.270687		23.610981	
94.593025		134.22705		106.71977		87.61783		15.002384		25.351128		26.477194		21.450172		24.806183		111.14668		82.145515		64.04977		47.36568		23.634346	
94.60885		134.12923		107.148026		87.429794		15.050059		25.365795		26.483042		21.46621		24.869204		111.32247		82.17579		64.03356		47.298225		23.704918	
94.51339		134.7355		107.02373		87.55922		15.077474		25.311163		26.469006		21.510881		24.840666		111.3993		82.13387		64.166664		47.33136		23.700233	
94.53201		134.70049		107.01808		87.35653		15.053636		25.306414		26.43158		21.436426		24.820452		111.34342		82.06635		63.997684		47.41588		23.776346	
94.57276		134.78261		107.253395		87.65446		15.067938		25.26247		26.390644		21.363115		24.863258		111.41327		82.10943		64.09502		47.37204		23.745901	
94.42608		135.0399		107.208145		87.53602		15.060859		25.32898		26.457846		21.340206		24.920334		111.21886		82.26543		64.105446		47.29147		23.765808	
94.4447		134.91656		107.5543		87.407814		15.02506		25.35867		26.430914		21.341352		24.919144		111.14103		82.04075		64.100815		47.23104		23.845434	
94.4021		134.93349		107.65724		87.60269		15.027447		25.413301		26.400469		21.270332		24.931034		110.99534		81.820724		64.110085		47.201424		23.826494	
94.318184		134.81258		107.67421		87.60024		15.069212		25.510689		26.511137		21.349771		24.91201		111.04778		81.81956		64.22158		47.213524		23.88615	
94.48074		134.76877		107.80769		87.76132		15.078853		25.625		26.539272		21.35821		24.891796		111.0979		81.89161		64.3252		47.216152		23.903755	
94.70444		134.45763		107.84728		87.54657		15.017921		25.671429		26.497068		21.298508		24.820452		110.975525		81.916084		64.33914		47.26841		24.014084	
94.70175		134.03027		107.70475		87.42209		14.996416		25.716667		26.470657		21.28588		24.892984		110.75058		81.80769		64.40883		47.3171		24.058685	
94.604675		133.58232		107.70588		87.32516		14.903226		25.736904		26.37676		21.266361		24.868013		110.71795		81.8007		64.610916		47.285034		24.078638	
94.663155		133.80727		107.79728		87.525795		14.913876		25.709524		26.447708		21.225029		24.928656		110.81002		81.59627		64.665504		47.31867		24.11385	
94.60351		133.73544		107.72367		87.5		14.947306		25.686905		26.44		21.187141		24.866825		110.775055		81.3944		64.65389		47.350773		24.118546	
94.32552		133.74393		107.80181		87.27764		14.868263		25.625		26.50941		21.16303		24.864447		110.88565		81.630104		64.59233		47.107014		24.038733	
94.09836		134.01337		107.71348		87.310814		14.826347		25.634523		26.475294		21.153847		24.919048		110.93582		81.51926		64.60511		47.17619		24.078638	
94.02459		133.89551		107.67837		87.260445		14.874251		25.578571		26.416471		21.142365		24.925		110.5741		81.443405		64.59698		47.183334		24.039906	
93.96019		133.62212		107.62401		87.41574		14.899402		25.584524		26.460543		21.19977		24.934525		110.64527		81.369156		64.66086		47.175		24.008217	
93.959015		133.45686		107.468254		87.254616		14.906475		25.559525		26.416962		21.132032		24.982143		110.44224		81.475464		64.64344		47.230953		24.011738	
94.1007		133.16646		107.422905		87.195816		14.919568		25.6		26.48585		21.140068		25.038095		110.2007		81.462616		64.65465		47.26372		23.967136	
94.22951		132.99635		107.42063		87.23951		14.923169		25.552382		26.357311		21.14466		25.134523		110.147026		81.415886		64.80116		47.31981		24.014084	
94.34192		133.07542		107.48186		87.70581		14.827131		25.55		26.402122		21.135477		25.096428		110.00467		81.485985		64.56046		47.214798		24.052816	
94.43326		132.91728		107.447845		87.86633		14.905048		25.539286		26.444576		21.2023		25.119047		110.07126		81.47313		64.40814		47.300716		24.165688	
94.27166		133.13747		107.32086		87.67574		14.88101		25.661905		26.482311		21.186207		25.07619		110.04556		81.28972		64.461624		47.307877		24.075205	
94.511734		133.22627		107.39387		87.81188		14.876053		25.683332		26.551888		21.275028		25.058332		109.99533		81.36799		64.59186		47.40692		24.111633	
94.23357		133.20316		107.48637		87.926704		14.9059105		25.676996		26.584415		21.242214		25.039333		110.06659		81.39766		64.705475		47.404533		24.163338	
94.16197		132.93431		107.36364		87.62236		14.873342		25.623362		26.438017		21.33218		25.021454		109.98832		81.26784		64.80326		47.435562		24.14336	
94.15728		132.72229		107.43231		87.40473		14.951691		25.664679		26.432625		21.32448		25.00716		109.78622		81.22573		64.834694		47.476704		24.144707	
94.14202		132.49574		107.52332		87.30511		14.876812		25.650358		26.414894		21.425434		24.979713		109.772194		81.379395		64.95925		47.47551		24.129412	
94.19859		132.81586		107.72582		87.26526		14.890097		25.686604		26.466904		21.461271		24.933174		110.147194		81.495316		64.96391		47.486843		24.087059	
94.09636		132.78293		107.82708		87.31671		14.891304		25.683014		26.460993		21.494213		24.925926		110.502335		81.46722		65.19114		47.49402		24.175707	
94.1		132.74147		107.845276		87.17082		14.847826		25.651915		26.36643		21.527779		24.930704		110.360985		81.52459		65.27156		47.482635		24.208973	
93.97176		132.55487		107.890785		87.264336		14.805321		25.613636		26.404255		21.497684		24.912785		110.350464		81.16393		65.28088		47.493412		24.173553	
93.78824		132.4122		107.60478		87.09351		14.8041115		25.680239		26.4		21.556713		24.879187		110.29673		81.10668		65.27273		47.470657		24.154663	
93.66353		132.68292		107.702736		86.91646		14.766626		25.689821		26.408283		21.51389		24.83732		110.30176		81.036385		65.33217		47.53892		24.122786	
93.729095		132.84616		107.73576		86.725685		14.790557		25.615568		26.388626		21.527779		24.776316		110.02339		80.99531		65.51225		47.60958		24.079103	
93.67138		132.74115		107.75513		86.566086		14.800242		25.528143		26.432978		21.605324		24.80024		109.95789		81.001175		65.54205		47.633533		24.138462	
93.69022		132.8254		107.68337		86.74439		14.802664		25.532934		26.467379		21.648148		24.736841		109.67017		80.757645		65.392525		47.76527		24.114794	
93.77503		132.46153		107.752846		87.32335		14.768765		25.572454		26.472124		21.636574		24.677034		109.72632		80.77059		65.247665		47.738922		24.16213	
93.93639		132.70451		107.63781		87.589264		14.748184		25.518562		26.453144		21.630787		24.660288		109.70175		80.81647		65.3785		47.876648		24.318344	
93.90577		132.97925		107.603645		87.1623		14.702179		25.547306		26.403322		21.606482		24.715311		109.57193		80.8245		65.18129		47.768864		24.356213	
93.80919		133.24817		107.638954		87.22097		14.653753		25.537725		26.395487		21.681713		24.728144		109.51813		81.021225		64.98947		47.748505		24.330177	
93.737335		133.17625		107.760544		87.11485		14.625908		25.501797		26.495838		21.734339		24.786827		109.251465		81.05903		65.141685		47.834732		24.383886	
93.87986		133.26683		107.895096		87.53433		14.570218		25.41916		26.507729		21.759861		24.762875		109.34854		80.912636		65.01641		47.782036		24.399288	
93.77974		133.2093		107.93957		87.43196		14.600484		25.384432		26.420238		21.75174		24.822754		109.51228		80.84297		64.913246		47.807186		24.438389	
93.7715		133.14198		107.89624		87.42572		14.5		25.391617		26.408333		21.777262		24.827545		109.67135		80.79339		64.99531		47.860912		24.488152	
93.843346		133.05875		107.69783		87.41375		14.411622		25.285372		26.35119		21.774942		24.814371		109.48538		80.7745		64.96131		47.793766		24.523697	
93.743225		132.72827		107.6545		87.54		14.423729		25.272182		26.319048		21.697216		24.846706		109.48187		80.46045		65.093895		47.71223		24.516588	
93.80189		132.66585		107.693275		87.545		14.387409		25.257793		26.29881		21.677494		24.863474		109.477196		80.593864		65.15059		47.67266		24.454977	
93.79717		132.68054		107.79817		87.4525		14.4019375		25.215828		26.386173		21.649652		24.881294		109.58128		80.55726		65.17529		47.53837		24.497631	
93.84316		132.41737		107.85861		87.37		14.461259		25.206236		26.390942		21.677494		24.916067		109.54503		80.623375		65.29176		47.48801		24.526066	
