PID4413_Tumor_RNA		PID4418_Tumor_insulinoma_RNA		PID4447_Tumor_RNA		PID4468_Tumor_MTC_RNA		PID4596_13006_Tumor_RNA		PT087_Primary_RNA		PT087_Recurrent_RNA		PT165_Primary_RNA		PT165_Recurrent_RNA		PT208_P1_Tumor_RNA		PT208_P2_Tumor_RNA		PT211_S1_Tumor_RNA		PT211_S2_Tumor_RNA		PT218_Primary_RNA	
118.82765		150.66331		149.87875		200.13226		54.643505		41.652306		42.368473		30.653267		31.58534		179.58316		203.95296		99.36911		63.96988		25.84353	
118.84268		150.70854		149.55911		199.43587		54.602215		41.618237		42.30321		30.647236		31.59739		179.52104		203.986		99.408226		63.87751		25.802406	
118.7505		150.80101		149.2034		198.32265		54.52266		41.61523		42.31426		30.708542		31.591366		179.46439		203.43744		99.37312		63.856426		25.784353	
118.60521		150.81407		149.13828		198.32164		54.521652		41.68938		42.21687		30.79397		31.596386		179.08727		202.71371		99.44834		63.96687		25.830492	
118.697395		150.70955		149.09518		198.33968		54.514603		41.659317		42.178715		30.853266		31.640562		178.90973		202.70471		99.42327		64.0251		25.851555	
118.73647		150.66031		148.96494		198.6553		54.427998		41.544086		42.13755		30.833166		31.630522		178.60281		202.4114		99.317955		63.933735		25.931795	
118.519035		150.32262		148.6453		198.27054		54.315205		41.481964		42.05422		30.822111		31.725904		178.55667		202.21922		99.22267		63.826305		25.943832	
118.54008		150.73668		148.501		198.0992		54.172207		41.481964		42.031124		30.859297		31.731928		178.52858		201.44244		99.11936		63.91064		25.997993	
118.630264		150.5186		148.38377		197.74849		53.977844		41.426853		42.0743		30.873367		31.713856		178.38916		201.21622		99.215866		63.988945		25.914743	
118.7986		150.8833		148.09619		197.52205		53.773415		41.36072		42.065327		30.853266		31.766064		178.27783		201.41042		99.1245		64.00402		25.890673	
118.82565		150.89839		148.05812		197.498		53.689827		41.382767		42.07035		30.903517		31.827309		178.27182		201.31232		99.06727		63.98392		25.958878	
118.58417		150.6006		147.8988		197.4333		53.527695		41.2996		42.07035		30.954773		31.841366		177.72116		201.14027		99.150604		63.859295		25.928787	
118.68537		150.665		147.70941		197.4042		53.48488		41.268536		41.976883		30.916582		31.896585		177.64894		200.999		99.26907		63.899498		25.956871	
118.68637		150.60262		147.7986		198.14444		53.402218		41.211422		41.998997		30.857286		31.879519		177.41826		200.88176		99.053215		63.82613		25.984955	
118.78156		150.61066		147.4489		198.1685		53.38407		41.136272		41.83216		31.017103		31.890562		177.1324		200.72745		98.97389		63.857285		26.025076	
118.586174		150.59859		147.6533		197.99599		53.15121		41.13427		41.838192		31.037224		31.911646		176.88365		200.37976		98.74297		63.842213		26.008024	
118.6022		150.80382		147.88979		198.01305		53.116936		41.18437		41.83216		31.091549		31.951807		177.04112		200.32866		98.710846		63.9005		26.022066	
118.728455		150.499		147.76553		197.85457		52.84879		40.991985		41.841206		31.146881		31.912651		177.20763		199.7495		98.63052		63.95377		26.045135	
118.6493		150.61871		147.73647		196.66399		52.739918		40.912827		41.87839		31.141851		31.878513		177.11635		199.63828		98.431725		64.02814		26.021063	
118.61122		150.60866		147.63327		196.34402		52.54234		40.75651		41.862312		31.144869		31.873493		177.14444		199.17635		98.38654		64.0211		25.995989	
118.6994		150.3672		147.51904		196.03812		52.372982		40.71543		41.883415		31.143864		31.84538		177.05617		199.0942		98.14458		64.04723		26.015045	
118.67735		150.87425		147.42685		196.0331		52.226814		40.693386		41.842213		31.041248		31.853415		176.90973		198.53807		97.960846		64.06734		25.982948	
118.70942		151.0835		147.53307		195.9318		52.065525		40.73046		41.748745		30.963783		31.865461		176.93982		198.72044		98.013054		64.09749		26.014042	
118.905815		151.09055		147.47495		196.01103		51.92843		40.755512		41.75779		30.977867		31.78213		176.83049		198.41083		97.95482		64.1397		26.122368	
118.9008		151.19115		147.19438		195.5366		51.79234		40.707417		41.8794		31.01509		31.764057		176.77733		197.93788		98.08735		64.00101		26.116348	
118.818634		150.90543		146.87476		195.82246		51.69859		40.73547		41.752766		31.012072		31.751759		176.67903		197.32465		97.976906		64.10151		26.084253	
119.05511		150.88129		147.04309		195.80241		51.603832		40.78056		41.7397		31.071428		31.753769		176.40822		196.9439		97.839355		64.08945		26.147442	
118.78958		150.88934		147.03506		194.91475		51.4375		40.732464		41.78191		31.120724		31.744724		176.18958		196.8487		97.74397		63.97789		26.14042	
118.2996		150.82596		146.79259		194.85757		51.434475		40.66934		41.72764		31.009054		31.556784		175.44232		196.46593		97.819275		63.919598		26.205616	
118.28457		151.01811		146.61021		194.19258		51.433468		40.63026		41.572865		30.98491		31.528643		175.64859		196.4469		97.460846		63.882412		26.148445	
118.30762		151.19618		146.51003		193.79237		51.30141		40.613228		41.53367		31.002012		31.545729		176.00903		196.3016		97.44879		63.998997		26.221664	
118.05912		151.19215		146.22444		193.61685		51.26109		40.561123		41.405025		31.018108		31.564825		175.83434		196.19038		97.47389		64.068344		26.18656	
118.02104		151.47586		146.13628		193.4002		51.17238		40.676353		41.358795		31.071428		31.651257		175.82831		195.79059		97.731926		64.22613		26.254765	
117.92485		156.7495		146.16232		193.07323		51.05343		40.612225		41.29347		31.924547		31.621105		175.51707		195.6513		97.63152		64.134674		26.263792	
117.83667		156.60161		146.12825		192.337		50.92843		40.57974		41.38392		31.956741		31.60804		175.23595		195.03407		97.51707		64.12663		26.260782	
117.73146		151.16298		146.01703		192.25276		50.71371		40.591774		41.309547		31.010061		31.514572		174.52611		194.72646		97.58534		64.120605		26.328987	
117.443886		151.13078		146.005		191.95386		50.66734		40.61245		41.14774		31.002012		31.550755		174.33936		194.93988		97.55075		64.0402		26.336008	
117.41483		150.92857		146.01102		192.1374		50.535282		40.576305		41.2201		31.0332		31.547739		174.06526		194.18137		97.67738		64.04723		26.389168	
117.51002		150.7173		145.70842		191.72719		50.401615		40.528114		41.05025		31.04829		31.531658		174.0412		194.40482		97.84105		63.838192		26.37713	
117.69238		150.82596		145.33167		191.334		50.323914		40.497993		40.96985		31.060362		31.532663		174.0181		194.34068		97.6509		63.726635		26.406626	
117.62525		150.74345		145.37074		191.87048		50.314835		40.44578		40.888443		31.07344		31.515577		173.9186		194.1553		97.96076		63.695477		26.406626	
117.450905		151.0483		145.25652		191.09036		50.246216		40.447792		40.77789		31.118711		31.468342		173.7407		193.97595		97.85915		63.740704		26.3996	
117.390785		150.97987		145.07414		190.68945		50.12412		40.37751		40.766834		31.065392		31.435175		173.30553		193.52505		97.71026		63.78794		26.386547	
117.34369		151.09758		144.76854		190.2181		49.949547		40.45482		40.74975		30.998995		31.526632		173.24422		193.45592		97.56539		63.774876		26.371487	
117.272545		150.86116		144.82365		190.23819		49.862766		40.41064		40.859295		30.985916		31.446232		173.4583		193.39279		97.622734		63.756783		26.418674	
117.13126		150.86217		144.90381		189.97789		49.686176		40.41265		40.716583		30.948692		31.445227		173.49648		192.83467		97.41549		63.70653		26.410643	
117.23146		150.72836		145.42326		189.0402		49.413723		40.349396		40.695477		30.933601		31.485428		173.92152		192.67935		97.506546		63.655277		26.380522	
117.23647		151.1982		145.61385		189.1789		49.228054		40.340363		40.635178		30.935549		31.523138		173.81087		192.45291		97.38066		63.63819		26.417671	
117.1503		151.24246		145.82047		189.38492		49.08981		40.378513		40.693466		30.93857		31.543259		173.42958		192.35672		97.16515		63.68241		26.440763	
117.152306		151.22334		145.45737		189.22412		49.02422		40.28514		40.61608		30.885197		31.538229		173.36217		191.87375		97.2145		63.674374		26.463856	
117.12124		151.22536		145.4012		188.602		48.886982		40.23494		40.573868		30.88721		31.609657		173.09256		191.22646		96.99597		63.58593		26.444778	
117.271545		151.04729		145.2307		189.39397		48.690212		40.23494		40.44422		30.881168		31.592556		173.13582		190.96292		97.04028		63.592964		26.39759	
117.41884		150.99295		145.37111		189.25125		48.51766		40.17771		40.441208		30.851963		31.564386		172.91046		190.93086		96.96475		63.505527		26.37249	
117.316635		150.07445		145.44734		188.66634		48.38345		40.208836		40.451256		30.84592		31.579477		172.76056		190.6042		97.03726		63.45628		26.417671	
117.51403		150.4517		145.36008		188.93568		48.18365		40.296185		40.479397		30.765358		31.566399		172.48692		190.45491		97.161125		63.40201		26.355421	
117.503006		150.27565		145.44133		188.76884		47.953583		40.19177		40.439198		30.82981		31.589537		172.44568		190.52104		97.223564		63.413067		26.36985	
117.55411		150.65862		145.4664		188.71257		47.852673		40.135544		40.461308		30.837866		31.742455		172.32294		190.52405		97.2427		63.417084		26.396984	
117.72445		150.63545		145.31194		188.68744		47.65994		40.113453		40.417084		30.920443		31.78169		172.2837		190.503		97.26586		63.377888		26.4	
117.86473		150.41591		145.0652		188.30855		47.503532		40.056225		40.392963		30.916414		31.83501		172.14285		190.18236		97.337364		63.26231		26.346733	
117.76854		150.32527		145.0993		188.0332		47.433907		40.04016		40.414486		30.915407		31.756538		172.04427		190.12637		97.24471		63.198994		26.328644	
117.71944		150.53575		145.49448		187.85413		47.298687		40.0251		40.45674		30.936556		31.756538		172.11267		189.63692		97.2286		63.27035		26.39397	
117.743484		150.73817		145.59178		187.34206		47.064583		40.071285		40.392353		30.951662		31.774649		172.12978		189.77109		97.24471		63.124622		26.359798	
117.6503		150.83182		145.84253		187.84909		46.92129		40.022087		40.33501		30.910372		31.67505		172.02817		189.53113		97.192345		63.056282		26.41005	
117.55511		150.82578		145.69006		187.54628		46.822403		39.971886		40.192154		30.991943		31.663984		171.97887		189.24197		97.04532		62.928642		26.488441	
117.38076		151.45216		145.56871		188.0674		46.75479		39.911648		40.119717		31.022156		31.676056		171.78471		189.18373		96.62236		62.79397		26.439196	
117.1022		151.62035		145.48846		187.64185		46.60545		39.83434		40.057343		31.072508		31.729376		171.50403		189.2219		96.69587		62.699497		26.382915	
117.27655		151.55891		145.42427		187.48592		46.42684		39.768074		40.115696		31.134945		31.736418		171.32394		188.80724		96.541794		62.441208		26.41005	
117.28056		151.2125		145.21765		187.37625		46.215942		39.712852		40.09859		31.146023		31.703218		171.15694		188.44778		96.46022		62.376884		26.39799	
117.23146		150.97583		145.24673		187.39034		45.9778		39.703815		40.029175		31.11581		31.657948		170.94969		188.19879		96.42497		62.37186		26.455276	
117.28357		150.8721		145.16449		187.76459		45.974773		39.67771		40.00201		31.063444		31.582495		170.58954		187.95683		96.30816		62.28643		26.441206	
117.226456		151.23264		145.11133		187.28572		45.956566		39.561245		39.986923		31.035246		31.571428		170.71931		187.43875		95.9285		62.306534		26.435175	
117.2986		151.286		145.42528		186.94165		45.836365		39.56928		39.913483		31.005035		31.63481		170.62575		187.36647		95.925476		62.255276		26.523619	
117.32064		151.23566		145.4012		186.58752		45.79192		39.480923		39.906437		31.074522		31.725351		170.49698		186.9528		95.90433		62.124622		26.41809	
117.228455		151.17725		145.48245		186.27164		45.727272		39.3002		39.915493		31.064451		31.691147		170.83803		186.39157		95.65156		62.036182		26.42412	
117.32565		150.88419		145.35005		186.13481		45.567677		39.297188		39.94366		31.019135		31.700201		170.6177		185.89458		95.313194		61.952763		26.390955	
117.38177		150.80443		145.14944		186.11569		45.551514		39.266064		39.889336		31.09265		31.68008		170.60664		185.42169		95.12488		61.891457		26.451256	
117.44589		150.69455		145.01204		185.29074		45.414143		39.163654		39.94165		31.0715		31.60161		170.60362		185.22311		95.08963		61.85025		26.472363	
117.6022		151.18246		144.8666		185.0332		45.2		39.10241		39.87626		31.091734		31.65996		170.57143		185.17587		95.11189		61.697487		26.477386	
117.42786		151.6986		144.88264		184.32394		45.035355		39.242973		39.877262		31.030241		31.605236		170.64285		185.1829		95.13508		61.645226		26.42814	
117.27756		151.82057		144.38817		184.09457		44.942425		39.228916		39.977867		31.03125		31.602215		171.08057		185.03421		95.070564		61.712273		26.408041	
117.04208		151.91432		143.68105		183.77364		44.749496		39.276104		40.107647		30.961693		31.593153		170.83484		184.82999		95.20564		61.700203		26.333668	
117.02305		151.999		143.35907		183.92857		44.635353		39.31024		40.168007		30.83266		31.649548		170.83887		184.72636		95.30948		61.671024		26.352764	
116.943886		152.26613		143.4353		183.3662		44.550507		39.343372		40.202213		30.804436		31.711985		170.82578		184.65694		95.339714		61.74648		26.380905	
117.16333		152.00201		143.49248		183.17102		44.38586		39.301205		40.237423		30.753025		31.72306		170.65761		184.19518		95.33468		61.75151		26.371859	
117.071144		152.16533		143.36911		182.999		44.215153		39.37249		40.184105		30.79234		31.780464		170.6284		183.95976		95.19254		61.712273		26.360804	
117.20341		152.16533		143.3962		182.59256		44.043434		39.400604		40.245472		30.766129		31.79859		170.6284		183.5332		95.12601		61.620724		26.332663	
117.09619		152.00504		143.19258		182.42354		43.89697		39.406628		40.275654		30.787298		31.790533		170.42195		183.4316		95.10383		61.618713		26.262312	
117.11523		152.02116		142.94484		182.45976		43.711113		39.393574		40.29175		30.788307		31.833838		170.12488		183.42253		94.92843		61.407444		26.296482	
117.94589		151.9758		143.58676		182.52414		43.742424		39.381527		40.206238		30.84375		31.92145		169.91037		183.29276		95.127014		61.472836		26.290453	
118.20942		152.14026		143.5336		181.81288		43.70202		39.435177		40.267605		30.835686		31.965725		169.72609		183.35614		95.011086		61.511066		26.347738	
118.07214		152.07568		143.5306		181.37802		43.570705		39.448242		40.140846		30.827621		31.980846		169.01611		183.36418		94.83064		61.28672		26.323618	
117.995995		151.98486		143.55566		181.18146		43.455555		39.60603		40.174046		30.834677		32.00605		168.71674		183.15694		94.8377		61.29678		26.274372	
117.81262		151.96065		143.45236		180.71472		43.40606		39.60201		40.157948		30.813509		32.043346		168.5746		182.37927		94.70061		61.225353		26.276382	
117.94189		152.1998		143.22166		180.27217		43.274746		39.609657		40.08954		30.862764		32.05746		168.67137		182.29678		94.93649		61.200203		26.295774	
118.03607		152.6		143.29588		180.53528		43.18889		39.607647		40.112675		30.83451		31.998991		168.72884		182.03119		94.83064		61.12475		26.299799	
117.80461		152.47879		143.61786		180.43246		43.039394		39.546276		40.11368		30.745712		31.993952		168.2873		181.43964		94.74899		61.1167		26.297787	
117.52004		152.7202		143.62387		180.2883		42.886868		39.534206		40.01006		30.74874		32.001007		168.21371		181.08148		94.8377		61.052315		26.274649	
117.56713		152.86061		143.53761		180.54637		42.834343		39.559357		39.986923		30.794147		31.995968		167.99496		181.12675		94.64919		61.00201		26.250504	
117.56914		152.99596		143.53862		180.52217		42.72121		39.51811		39.881287		30.81332		32.010082		168.06049		180.84607		94.754036		60.906437		26.252516	
117.5992		152.79797		143.13641		179.95665		42.645454		39.52266		39.937626		30.794147		32.052418		168.1764		180.50403		94.84274		60.9497		26.31992	
117.56112		153.0495		143.24673		179.88509		42.609093		39.57301		39.957745		30.77901		32.0877		167.92842		180.63078		94.53125		60.85513		26.322937	
117.473946		152.8202		143.42929		179.8367		42.544445		39.567974		39.923542		30.75782		32.092743		167.751		180.58954		94.56956		60.842052		26.400402	
117.29359		152.81313		143.5346		180.21292		42.414143		39.483383		39.98491		30.759838		32.05645		167.5242		180.75352		94.64718		60.787727		26.405432	
117.38177		153.42525		143.68405		180.52371		42.274746		39.502518		39.92455		30.660948		32.034275		167.73589		180.41751		94.53831		60.677063		26.417505	
117.39379		153.23636		143.70912		180.87387		42.121212		39.445114		39.986908		30.591322		32.076614		167.50705		179.97284		94.610886		60.5569		26.379276	
117.50452		153.07172		143.74022		180.31282		41.9202		39.476334		40.01007		30.553986		32.44603		167.22278		179.3018		94.676414		60.5569		26.329979	
117.682045		153.15657		143.62889		180.38446		41.839233		39.4713		40.016113		30.498486		32.328922		166.84274		178.76157		94.51008		60.575024		26.338028	
117.66098		152.64343		143.63591		180.05751		41.763397		39.420948		39.993958		30.414732		32.27495		166.84677		178.50201		94.595764		60.563946		26.313883	
117.422264		152.69698		143.6018		180.47629		41.74924		39.394764		39.993958		30.42785		32.23116		166.64214		178.44969		94.67843		60.63545		26.326962	
117.334335		152.4303		143.65598		179.82039		41.718906		39.390736		40.005035		30.460142		32.2556		166.6875		178.03822		94.76008		60.513596		26.34004	
117.1747		152.65454		143.39117		179.47327		41.665318		39.292046		40.005035		30.38547		32.223015		166.375		177.67505		94.69657		60.503525		26.328974	
117.36747		152.8192		143.44934		179.18164		41.59353		39.203423		39.80262		30.347124		32.24542		166.29436		177.45473		94.63206		60.54985		26.370222	
117.3253		152.90404		143.22768		178.71242		41.52174		39.11883		39.807655		30.398588		32.179226		166.34879		177.07143		94.45867		60.46022		26.359156	
117.1747		153.02222		143.39719		178.37337		41.542973		39.16113		39.756294		30.337034		32.124237		166.0121		176.80785		94.579636		60.394764		26.350101	
117.15864		153.06061		143.55968		178.1433		41.518707		39.189323		39.745216		30.323915		32.181263		166.0756		176.6006		94.485886		60.293053		26.371227	
117.07128		152.95354		143.24673		177.87083		41.38726		39.1571		39.72709		30.288597		32.18228		165.97884		176.6338		94.69254		60.2145		26.389336	
116.8986		152.80807		143.13039		177.52977		41.223457		39.072506		39.592144		30.313824		32.178207		165.60283		176.4316		94.554436		60.309166		26.425552	
116.7249		153.41112		142.73921		177.76085		41.145603		39.04834		39.523666		30.235117		32.113033		165.4869		176.12173		94.41633		60.298088		26.350101	
116.69779		153.66364		142.8987		177.58627		41.0637		38.998993		39.44713		30.215944		32.17515		165.3236		176.0322		94.46774		60.26989		26.315895	
116.83634		153.7899		142.68706		177.12917		40.95551		38.96173		39.465256		30.212915		32.15071		165.1623		175.70221		94.45867		60.34038		26.337023	
116.54217		153.7495		142.75426		177.31483		40.851364		38.956696		39.438065		30.183653		32.16497		165.28024		175.42656		94.502014		60.321247		26.295774	
116.42972		154.13637		142.69508		177.15944		40.75632		39.001007		39.422962		30.17659		32.191444		165.5		175.67001		94.47581		60.271904		26.229376	
116.37148		154.09697		142.85056		176.85066		40.60263		38.878147		39.4713		30.192734		32.155804		165.25705		175.3018		94.39919		60.188316		26.224346	
116.4016		154.25455		142.7322		176.39153		40.553085		38.90131		39.373615		30.129162		32.188393		165.07259		175.09256		94.40121		60.036255		26.234406	
116.31727		154.13434		142.75426		176.50757		40.49545		38.917423		39.289024		30.105953		32.12118		165.01411		174.92555		94.220764		59.93756		26.18511	
116.17269		154.22728		142.62589		176.16447		39.975735		38.872105		39.329304		30.074673		32.155804		165.12701		174.79376		94.22581		59.95569		26.210262	
115.9498		154.364		142.47041		176.24672		39.88372		38.79255		39.21752		29.993946		32.142567		165.22906		174.55734		94.28427		59.883183		26.143864	
115.85241		154.44894		142.44734		176.14055		39.823055		38.79255		39.13293		29.974773		32.131363		165.06256		174.00705		94.35988		59.875126		26.158955	
115.85241		154.53084		142.45837		175.52376		39.66936		38.830814		39.183285		29.958628		32.1334		164.90918		173.85312		94.2752		59.851963		26.118711	
115.64257		154.30669		142.16048		175.08797		39.43984		38.83585		39.186306		29.948536		32.25662		164.43694		173.57747		94.426414		59.77543		26.157948	
115.53615		154.11438		142.01906		174.8099		39.317493		38.82175		39.21752		29.9778		32.26986		163.94954		173.30785		94.39415		59.630413		26.066399	
115.84136		153.91902		142.23169		175.25986		39.204247		38.89426		39.247982		29.982845		32.15784		163.66498		172.98491		94.26008		59.502518		26.072435	
115.86848		154.083		142.03912		175.0172		38.969666		38.780464		39.268147		29.928354		32.118126		163.49142		172.53722		94.20867		59.291332		26.043259	
115.838356		154.0911		142.3671		174.87766		38.84833		38.77543		39.242943		29.980827		32.125256		163.60747		172.15996		94.17238		59.14113		26.071428	
115.67972		154.23785		142.10431		175.18605		38.770473		38.79557		39.096775		29.96569		32.135437		163.51968		172.03822		94.295364		59.23488		26.116701	
115.72992		154.4919		142.05115		174.03235		38.59353		38.752266		39.180443		29.981836		32.1833		163.50352		171.89537		94.21976		59.17137		26.06841	
115.80221		154.62854		141.82648		173.7634		38.46613		38.72984		39.2248		29.982845		32.16395		163.72351		171.62375		93.85988		59.152218		26.043259	
115.635544		154.53847		141.73921		173.09404		38.38625		38.70363		39.204636		29.870838		32.130344		163.52876		171.499		93.701614		59.018147		25.91851	
115.6004		154.70749		141.86058		173.02225		38.335693		38.710686		39.32762		29.854692		32.167007		163.35823		170.8018		93.69456		59.03125		25.914488	
115.420685		154.6832		141.97292		172.75835		38.296257		38.69254		39.280243		29.923233		32.210793		163.09789		170.45271		93.73186		59.055443		25.937626	
115.395584		154.6842		141.95787		172.32053		38.15167		38.658268		39.225807		30.00101		32.2444		162.86882		170.12675		93.64718		59.064518		25.903421	
115.34036		154.70345		141.9338		172.32457		37.97978		38.675404		39.184475		29.920202		32.363914		162.79414		170.19014		93.68246		58.96875		25.874245	
115.16265		154.60931		141.6038		172.14256		37.879677		38.72452		39.18365		29.91414		32.348625		162.9213		169.75252		93.82947		58.961655		25.955734	
115.02911		154.60121		141.67903		172.25784		37.825077		38.797176		39.233097		29.89091		32.3578		162.78305		169.167		93.9001		58.877903		25.975855	
114.90864		154.52632		141.4674		172.01416		37.723965		38.808083		39.18668		29.913132		32.40571		162.72049		168.89537		93.94849		58.866665		25.903421	
114.77209		154.28543		141.30692		171.73509		37.740143		38.863636		39.181633		29.923233		32.394497		162.5449		168.61569		93.92626		58.947475		25.920523	
114.691765		154.50203		141.24976		171.37715		37.705765		38.882828		39.12412		30.00303		32.32518		162.18164		168.36317		94.030304		58.984848		25.927565	
114.51205		154.32996		141.00502		171.05763		37.590496		38.845455		39.201817		30.027273		32.24057		162.13824		168.2163		94.00707		58.89899		25.885311	
114.450806		154.5587		140.84654		170.55914		37.536907		38.88384		39.160442		30.039394		32.221203		162.29768		167.7998		93.88687		58.860607		25.894365	
114.23795		154.29352		140.85356		170.5541		37.398384		38.983837		39.248234		30.008081		32.247707		162.35318		167.54024		93.768684		58.89899		25.821932	
114.26607		154.51619		140.6038		170.66936		37.284126		38.852524		39.312817		30.014141		32.262997		162.18567		167.35312		93.823235		58.890907		25.857143	
114.00603		154.73657		140.70712		170.07887		37.22548		38.79495		39.413723		30.013132		32.2895		162.05353		167.32092		93.93529		58.81414		25.88833	
113.911644		154.84077		140.5306		169.70576		37.145603		38.746464		39.399597		30.043478		32.232414		161.88081		167.13683		93.73913		58.77778		26.02817	
113.72289		154.7718		140.07823		169.26694		37.082912		38.742424		39.336025		30.005056		32.213047		161.67474		166.8501		93.75025		58.927273		26.097683	
113.55623		154.62373		140.0652		168.39333		37.048534		38.654545		39.27548		29.957533		32.216106		161.60707		166.48793		93.62386		59.031315		26.126888	
113.48093		154.91481		140.04514		168.15672		37.075832		38.639393		39.27548		29.968655		32.221203		161.51314		166.39476		93.60768		59.048534		26.09869	
113.36245		154.78499		139.9007		168.14156		36.992924		38.67915		39.22099		29.929222		32.087666		161.35757		165.9436		93.63094		58.935287		26.130917	
113.11346		154.6075		139.88065		168.15167		36.94439		38.59919		39.18485		29.928137		32.05301		161.22447		165.77016		93.44995		58.89181		26.111782	
113.11646		154.74442		139.7693		168.19818		36.862488		38.582996		39.169697		29.99089		32.023445		160.83012		165.70363		93.22346		58.861477		26.13696	
113.084335		154.65619		139.68506		168.59555		36.78564		38.54352		39.159595		29.945345		32.04893		160.44388		165.71068		93.13145		58.82811		26.09265	
113.058235		154.8357		139.55266		168.21132		36.67543		38.520245		39.10808		29.936235		32.044853		160.10818		165.32158		93.183014		58.643074		26.121853	
113.01506		154.89554		139.37714		168.23457		36.672398		38.442307		39.146465		29.888664		32.07951		159.81091		165.32057		93.14762		58.470173		26.119839	
112.660645		154.86815		139.3992		167.99191		36.518707		38.37753		39.131313		29.802631		32.088684		159.82811		165.05241		93.16885		58.46815		26.145016	
112.51907		155.03448		139.34503		168.3266		36.436806		38.374493		39.169697		29.756073		32.040775		159.53691		164.80847		93.201416		58.444893		26.13293	
112.686745		154.94118		139.41023		167.94136		36.337715		38.31984		39.239395		29.72672		32.107033		159.47017		164.68951		93.31477		58.452984		26.202417	
112.8514		154.7282		139.13841		167.74722		36.193123		38.444332		39.351517		29.657894		32.11111		159.3276		164.3367		93.32085		58.542973		26.243706	
112.62751		154.87627		138.91475		167.3539		36.052578		38.469635		39.30707		29.69332		32.136597		159.25278		164.27722		93.40385		58.62184		26.247734	
112.89658		155.09634		138.92778		167.0728		36.031345		38.553642		39.293938		29.643724		32.120285		158.94945		164.05847		93.46154		58.624874		26.226585	
112.91658		155.27586		139.03711		166.84328		35.976746		38.549595		39.339394		29.6417		32.150867		158.8099		163.80241		93.66701		58.608696		26.195368	
113.01005		155.43712		138.92377		166.3084		35.940342		38.572876		39.332325		29.628542		32.156982		158.88675		163.5615		93.63461		58.663296		26.250755	
113.15779		155.14401		139.0983		165.86552		35.93927		38.548584		39.30404		29.668016		32.135574		158.47017		163.65826		93.73482		58.59555		26.265862	
113.05628		155.26572		138.89368		165.89586		35.799595		38.496964		39.36299		29.67915		32.197758		158.45197		163.44759		93.66599		58.59454		26.193354	
112.882416		155.34483		138.89468		165.81395		35.682186		38.444332		39.33165		29.600203		32.104996		158.48634		163.54335		93.63765		58.528816		26.230614	
112.89146		154.91887		138.8345		165.71992		35.585022		38.414978		39.340748		29.578947		32.089703		157.95248		163.38307		93.5415		58.57735		26.20846	
112.85829		155.87627		138.97493		165.4995		35.535423		38.341095		39.54196		29.723684		32.133537		158.09808		163.1875		93.58299		58.554096		26.225578	
112.34473		155.88426		138.95686		165.0718		35.41194		38.317814		39.52073		29.633604		32.14592		157.84935		163.17741		93.52733		58.564205		26.13293	
112.30885		155.82437		138.77031		165.20425		35.350555		38.274292		39.50152		29.581984		32.167347		157.51668		162.4506		93.52834		58.61375		26.156094	
112.1509		155.58478		138.64093		164.99797		35.365753		38.294533		39.51365		29.612349		32.10408		157.2912		162.03932		93.508095		58.589485		26.190332	
112.47284		155.42133		138.80542		165.21031		35.317123		38.2581		39.46613		29.635628		32.12857		157.31041		161.75201		93.5162		58.664307		26.212488	
112.48894		155.73096		139.04413		164.74622		35.222897		38.199394		39.40344		29.66093		32.157143		157.04247		161.71774		93.440285		58.63195		26.213495	
112.59155		155.60265		139.17653		164.4368		35.120567		38.18016		39.347828		29.64676		32.20102		156.91405		161.5494		93.29453		58.59656		26.286001	
112.50704		155.53354		139.35306		163.77756		35.071934		38.073887		39.26795		29.862349		32.236736		156.68655		161.20161		93.46356		58.57735		26.26989	
112.46076		155.29979		139.31795		163.82002		35.002026		37.98178		39.192307		29.8583		32.196938		156.46815		160.85686		93.39676		58.566227		26.26284	
112.27163		155.8106		139.23169		163.7816		34.900608		37.972645		39.19554		29.866396		32.129593		156.29858		160.87184		93.53144		58.718338		26.259819	
112.37123		155.62119		139.10832		163.39838		34.820488		37.91996		39.21074		29.855263		32.111225		156.36134		160.78911		93.52738		58.73151		26.263847	
112.25252		155.60387		139.18857		163.23457		34.719067		37.928066		39.16616		29.799595		32.013264		155.84514		161.03532		93.488846		58.798378		26.357502	
112.30181		156.32484		139.32799		163.17088		34.597363		37.943264		39.10132		29.724697		31.94796		155.61539		160.60242		93.61866		58.7923		26.374622	
112.05433		156.48167		139.22166		163.17308		34.47059		37.928066		39.064842		29.724697		31.912245		155.48785		160.46721		93.79006		58.81864		26.345417	
112.05533		156.81569		138.98094		162.93724		34.30933		37.9463		39.020264		29.656883		31.85102		155.11842		160.17659		93.65416		58.752785		26.327291	
111.830986		156.67413		138.8034		162.49696		34.114605		37.871326		38.983788		29.606276		31.797958		154.98988		159.79213		93.6785		58.75684		26.29003	
111.88129		156.63849		138.72318		162.30566		34.02637		37.78622		39.015198		29.587044		31.80204		154.98886		159.60545		93.72414		58.89868		26.335348	
111.80583		156.3		138.92477		162.19331		33.91878		37.62614		38.972645		29.516193		31.764286		154.8411		159.33435		94.03862		58.927917		26.406847	
112.056335		156.43674		139.03511		161.65486		33.82132		37.65248		38.914894		29.510122		31.808163		154.69028		159.44243		94.078255		58.959393		26.421953	
112.15392		156.56326		139.02007		161.7915		33.68528		37.65451		38.91278		29.535425		31.765306		154.3836		159.02324		93.75508		58.956345		26.404835	
