2_Pilot_1	2_Pilot_10	2_Pilot_11	2_Pilot_3	2_Pilot_9	3_Pilot_1	3_Pilot_10	3_Pilot_11	3_Pilot_3	3_Pilot_9	Pilot_1	Pilot_10	Pilot_11	Pilot_3	Pilot_9	MSSM_RNA_PFC_2	PITT_RNA_PFC_1263	PITT_RNA_PFC_1581	MSSM_RNA_PFC_128	MSSM_RNA_PFC_141	MSSM_RNA_PFC_143	MSSM_RNA_PFC_146	MSSM_RNA_PFC_147	MSSM_RNA_PFC_148	MSSM_RNA_PFC_155	MSSM_RNA_PFC_159	MSSM_RNA_PFC_161	MSSM_RNA_PFC_163	MSSM_RNA_PFC_165	MSSM_RNA_PFC_166	MSSM_RNA_PFC_168	MSSM_RNA_PFC_176	MSSM_RNA_PFC_181	MSSM_RNA_PFC_184	MSSM_RNA_PFC_191	MSSM_RNA_PFC_198	MSSM_RNA_PFC_207	MSSM_RNA_PFC_286	MSSM_RNA_PFC_299	MSSM_RNA_PFC_303	MSSM_RNA_PFC_329	MSSM_RNA_PFC_67	MSSM_RNA_PFC_79	MSSM_RNA_PFC_93	MSSM_RNA_PFC_97	PENN_RNA_PFC_1	PENN_RNA_PFC_10	PENN_RNA_PFC_21	PENN_RNA_PFC_52	PENN_RNA_PFC_61	PENN_RNA_PFC_98	PITT_RNA_PFC_10025	PITT_RNA_PFC_1026	PITT_RNA_PFC_1086	PITT_RNA_PFC_1454	PITT_RNA_PFC_1524	PITT_RNA_PFC_1542	MSSM_RNA_PFC_106	MSSM_RNA_PFC_109	MSSM_RNA_PFC_11	MSSM_RNA_PFC_118	MSSM_RNA_PFC_122	MSSM_RNA_PFC_133	MSSM_RNA_PFC_197	MSSM_RNA_PFC_273	MSSM_RNA_PFC_293	MSSM_RNA_PFC_316	MSSM_RNA_PFC_34	MSSM_RNA_PFC_343	MSSM_RNA_PFC_360	MSSM_RNA_PFC_365	MSSM_RNA_PFC_46	MSSM_RNA_PFC_57	MSSM_RNA_PFC_65	MSSM_RNA_PFC_73	PENN_RNA_PFC_101	PENN_RNA_PFC_23	PENN_RNA_PFC_5	PENN_RNA_PFC_59	PENN_RNA_PFC_73	PENN_RNA_PFC_95	PITT_RNA_PFC_10020	PITT_RNA_PFC_1284	PITT_RNA_PFC_1558	PITT_RNA_PFC_1734	PITT_RNA_PFC_516	PITT_RNA_PFC_539	PITT_RNA_PFC_700	MSSM_RNA_PFC_144	MSSM_RNA_PFC_153	MSSM_RNA_PFC_164	MSSM_RNA_PFC_173	MSSM_RNA_PFC_199	MSSM_RNA_PFC_20	MSSM_RNA_PFC_214	MSSM_RNA_PFC_225	MSSM_RNA_PFC_236	MSSM_RNA_PFC_239	MSSM_RNA_PFC_244	MSSM_RNA_PFC_255	MSSM_RNA_PFC_260	MSSM_RNA_PFC_27	MSSM_RNA_PFC_284	MSSM_RNA_PFC_295	MSSM_RNA_PFC_296	MSSM_RNA_PFC_304	MSSM_RNA_PFC_311	MSSM_RNA_PFC_315	MSSM_RNA_PFC_323	MSSM_RNA_PFC_326	MSSM_RNA_PFC_336	MSSM_RNA_PFC_385	MSSM_RNA_PFC_394	MSSM_RNA_PFC_43	MSSM_RNA_PFC_58	MSSM_RNA_PFC_82	MSSM_RNA_PFC_92	PENN_RNA_PFC_19	PENN_RNA_PFC_67	PENN_RNA_PFC_82	PITT_RNA_PFC_1209	PITT_RNA_PFC_537	PITT_RNA_PFC_567	Pilot_1	Pilot_10	Pilot_11	Pilot_12	Pilot_17	Pilot_18	Pilot_2	Pilot_3	Pilot_4	Pilot_5	Pilot_6	Pilot_7	Pilot_8	Pilot_9
29.917635	31.630367	34.732014	25.56751	21.244211	37.159542	20.799793	38.39668	21.752075	11.620042	27.121822	28.242962	30.94421	36.76105	19.731327	17.81002	26.521376	10.124607	34.375916	45.162132	46.417538	28.907854	33.138687	44.422268	48.59491	54.510098	57.6419	30.885893	58.73073	60.73662	22.840837	33.377895	23.658714	31.060606	40.809013	24.179167	67.08499	32.271965	22.531803	26.627882	33.084034	26.048471	31.028214	28.983158	33.974815	36.05485	60.233368	33.544212	30.181145	43.70316	38.786243	40.214138	40.663483	71.34392	50.65859	51.04901	32.169617	28.518633	32.61835	37.325974	38.778362	29.951296	28.41448	50.01262	42.77685	10.501048	38.144516	35.158115	34.106403	34.66034	41.450157	35.436115	52.525654	39.805412	56.485836	37.071278	42.00413	37.01564	32.67887	12.984326	76.94931	34.31356	50.541492	35.961338	43.5744	68.728424	47.24922	44.646873	20.560976	35.283924	28.06296	26.69969	38.744747	27.952631	39.08004	15.011628	38.606472	36.16112	6.572623	42.428722	31.490196	25.490545	30.916399	36.096943	26.487526	24.84861	18.575157	36.673595	16.580544	50.02596	27.591772	28.878504	6.789916	8.6081085	28.880377	28.799164	64.733406	27.385983	40.806316	15.478444	46.154724	26.037815	31.365162	67.38004	18.578451	30.039257	28.17119	41.928722	49.079712	36.983013	40.422386	47.519745	32.747128	40.67094	21.96628	38.52598	15.893122
29.883844	31.55602	34.706985	25.586498	21.231579	37.154327	20.822498	38.370716	21.71888	11.620042	27.121822	28.23904	30.932632	36.82	19.630705	17.786013	26.45047	10.13822	34.401047	45.267784	46.3643	28.873299	33.025024	44.34559	48.63627	54.42083	57.489162	30.911734	58.72967	60.63379	22.862684	33.394737	23.645227	31.108673	40.741417	24.188541	66.90976	32.21025	22.514076	26.577568	33.112396	26.090622	30.9488	29.042105	33.927597	35.998943	60.16473	33.48737	30.100742	43.717896	38.77566	40.282745	40.687897	71.24127	50.73235	50.997913	32.151924	28.578674	32.60271	37.308098	38.717438	29.949223	28.357143	50.07571	42.773724	10.484785	38.161392	35.14974	33.99587	34.579113	41.484783	35.46357	52.506805	39.684704	56.360966	36.926624	41.97934	37.021896	32.616108	12.982236	76.947205	34.340042	50.653526	35.84535	43.49948	68.74737	47.040497	44.728127	20.514317	35.22547	28.131302	26.695562	38.69643	27.927368	39.065487	15.0348835	38.572025	36.23077	6.553814	42.362682	31.448915	25.440126	31.00536	36.100105	26.451143	24.84552	18.572622	36.609146	16.604603	49.963654	27.654009	28.932432	6.7352943	8.572765	28.838406	28.812761	64.78008	27.421549	40.794735	15.532071	46.225338	25.9979	31.422874	67.33864	18.610878	30.057852	28.192066	41.91824	49.130436	37.001064	40.375923	47.558163	32.742947	40.706196	22.017914	38.31283	15.8962965
29.949314	31.576963	34.813347	25.54325	21.202105	37.130344	20.767801	38.364487	21.676348	11.559499	27.09322	28.323591	31.015789	36.73263	19.635893	17.816284	26.498436	10.137173	34.487957	45.21862	46.340294	28.836649	32.908237	44.26996	48.584305	54.42402	57.33024	31.039501	58.780357	60.69465	22.842768	33.358948	23.686722	31.178684	40.78755	24.179167	66.77125	32.224895	22.48488	26.579664	33.163864	25.99684	31.077326	29.027369	33.906612	35.966244	60.172123	33.549473	30.107105	43.782104	38.816933	40.29106	40.71656	71.22328	50.646996	50.910324	32.116547	28.637682	32.610012	37.39958	38.65546	29.98342	28.304623	50.076763	42.652763	10.449108	38.131855	35.169632	34.03099	34.600212	41.50682	35.489967	52.48691	39.884495	56.53935	37.00629	42.046486	36.953075	32.58682	13.043887	76.95882	34.335804	50.715767	36.01045	43.639957	68.92421	47.00727	44.629166	20.536585	35.283924	28.056723	26.758514	38.665966	27.856842	39.294178	15.02537	38.626305	36.160084	6.5569487	42.420334	31.584106	25.440126	30.947481	36.02529	26.413721	24.92997	18.633892	36.54366	16.574268	50.035305	27.659283	28.989605	6.7741594	8.594595	28.82896	28.75523	64.79357	27.541842	40.674736	15.54469	46.298027	26.031513	31.453306	67.464966	18.59728	30.029959	28.213987	41.9696	49.27847	36.998936	40.386482	47.751335	32.735634	40.64423	22.044256	38.17179	15.944974
29.96621	31.557068	34.8309	25.571278	21.20421	37.08342	20.807018	38.48598	21.688797	11.544886	27.055084	28.25783	31.063225	36.815594	19.68776	17.822548	26.44572	10.139267	34.499477	45.312763	46.242172	28.919373	32.887383	44.263657	48.44963	54.164894	57.09288	31.10499	58.881607	60.625393	22.900314	33.407368	23.702282	31.254963	40.6706	24.131388	66.80378	32.19979	22.435871	26.538784	33.218716	26.053797	31.14002	29.052631	33.850998	35.978905	60.32946	33.511578	30.180275	43.763157	38.891006	40.303535	40.772823	71.3411	50.52055	50.978104	32.107292	28.468393	32.73173	37.300735	38.632355	30.008299	28.232143	49.91798	42.664234	10.435467	38.142555	35.318657	34.022728	34.689545	41.57293	35.498417	52.331936	39.89802	56.375	36.94759	42.12203	36.69656	32.617153	13.012539	76.93981	34.29343	50.79253	36.035526	43.568157	68.656845	46.948025	44.533333	20.484623	35.27453	27.982143	26.835743	38.681725	27.861053	39.258835	14.991544	38.643005	36.079002	6.54232	42.40042	31.563467	25.393908	30.84566	36.04426	26.400208	24.93203	18.651308	36.567566	16.560669	49.95327	27.707497	29.048857	6.7741594	8.586888	28.750263	28.726988	64.551865	27.543455	40.589474	15.552631	46.30945	26.046219	31.485834	67.5276	18.551256	29.926653	28.126305	41.957024	49.304348	37.10319	40.41077	47.630737	32.762554	40.66524	22.048471	38.161186	15.851695
29.897572	31.57487	34.775574	25.580782	21.207586	37.05735	20.836945	38.47456	21.691908	11.509395	27.01483	28.298851	31.075869	36.833508	19.675312	17.792276	26.366388	10.174005	34.540882	45.224895	46.14405	28.921467	32.85297	44.159664	48.42418	54.101063	57.008263	31.06341	58.889008	60.467995	22.896118	33.309475	23.755186	31.236155	40.737915	24.062565	66.66631	32.195606	22.423357	26.524658	33.128284	26.017933	31.177824	29.111696	33.809875	35.855484	60.286167	33.461052	30.059385	43.896732	38.778603	40.273388	40.821655	71.23411	50.478397	51.021896	32.079166	28.522821	32.76096	37.21556	38.556725	29.938797	28.207983	49.864353	42.6357	10.398741	38.10665	35.19287	33.909092	34.587116	41.55567	35.540653	52.289005	40.008335	56.239494	36.89518	42.17909	36.636078	32.56754	13.029258	76.857445	34.292683	50.825726	35.962383	43.505722	68.610115	46.866943	44.55996	20.502123	35.200417	27.955835	26.900724	38.582985	27.817894	39.280956	14.952432	38.522964	36.090435	6.5611286	42.358868	31.5387	25.329832	30.781351	35.982086	26.308731	24.9207	18.596859	36.55509	16.548117	49.93354	27.699049	28.93867	6.752101	8.565625	28.710388	28.641886	64.546684	27.5089	40.56375	15.4942045	46.410175	25.961134	31.554039	67.460724	18.490585	30.006199	28.14405	42.026207	49.170807	36.917023	40.451954	47.67556	32.737446	40.703743	22.065332	38.496815	15.860022
29.901794	31.471205	34.737995	25.572334	21.169653	37.10856	20.820433	38.468327	21.708506	11.435282	26.99788	28.345873	31.204426	36.879875	19.651453	17.768267	26.323591	10.162474	34.550316	45.323223	46.242172	28.884817	32.744526	44.15231	48.414635	54.08404	56.998966	31.066528	58.91332	60.495277	22.897167	33.337894	23.725103	31.23302	40.721806	24.177267	66.67786	32.25314	22.411888	26.495277	33.13039	26.048523	31.218618	29.164383	33.912815	35.861813	60.331573	33.51263	30.041357	43.85985	38.79979	40.341995	40.734608	71.11441	50.553215	50.90615	32.129166	28.497925	32.73173	37.251316	38.59769	29.9222	28.185925	49.879074	42.68267	10.422875	38.074974	35.230606	33.91839	34.545933	41.418068	35.501583	52.36021	40.010418	56.12395	36.914047	42.160454	36.580814	32.514137	13.030303	76.96726	34.30859	50.95332	36.04598	43.546307	68.53003	46.879417	44.65589	20.58705	35.147182	27.949528	26.991728	38.57668	27.763159	39.421436	14.960888	38.602295	36.107067	6.567398	42.35362	31.406605	25.32773	30.75241	35.916756	26.273388	24.857878	18.588482	36.42204	16.577406	50.042576	27.636747	28.99792	6.7563024	8.591666	28.756557	28.659685	64.635895	27.495289	40.60274	15.55216	46.42783	25.915966	31.60126	67.51168	18.523012	30.047522	28.048018	42.097485	49.220497	36.889362	40.469906	47.651012	32.7364	40.766846	22.124472	38.38429	15.83245
29.82154	31.478535	34.802715	25.546991	21.1549	37.22756	20.821465	38.489098	21.744814	11.39666	26.996822	28.30094	31.177029	36.834564	19.571577	17.739813	26.402298	10.205667	34.63627	45.409424	46.23904	28.924608	32.65589	44.066177	48.337223	54.17234	56.894627	30.962578	58.957718	60.7542	22.875132	33.266315	23.712656	31.23511	40.77551	24.199165	66.747116	32.224895	22.479666	26.501574	33.177708	25.938818	31.09205	29.16333	33.966385	35.85232	60.379093	33.585262	30.036055	43.94099	38.759533	40.39813	40.801487	71.20339	50.541138	50.870697	32.28467	28.39834	32.737995	37.42061	38.55042	29.988588	28.27416	49.887486	42.656578	10.367261	38.1056	35.13627	33.941055	34.55966	41.383404	35.375923	52.34555	40.052082	56.01891	36.95593	42.076683	36.442127	32.361256	13.020921	77.035904	34.294804	50.889004	35.943573	43.44745	68.50158	46.870064	44.692387	20.602972	35.19311	27.941114	26.948294	38.517857	27.698948	39.41519	14.991544	38.63257	36.16736	6.5736675	42.44806	31.469557	25.37185	30.726395	35.93249	26.194387	24.866117	18.590576	36.462578	16.58159	50.109035	27.718058	28.984392	6.765756	8.659019	28.790136	28.670156	64.62137	27.542408	40.59115	15.549578	46.417446	25.968454	31.602308	67.63936	18.492678	29.955578	28.077244	42.19517	49.16149	36.95532	40.429176	47.577374	32.69665	40.834045	22.147835	38.40658	15.782609
29.816261	31.431414	34.8476	25.487856	21.232876	37.126305	20.842106	38.46106	21.764523	11.434238	27.052965	28.268547	31.130663	36.8588	19.541494	17.715778	26.358412	10.183631	34.66981	45.40419	46.082462	28.859686	32.580814	43.896008	48.338284	54.087234	56.804752	30.886694	58.84672	60.734245	22.848898	33.26	23.712656	31.166143	40.815254	24.145985	66.728226	32.216526	22.472366	26.457983	33.25447	26.013714	30.983263	29.09273	33.890755	35.834213	60.39493	33.65684	29.97879	43.96101	38.789196	40.406445	40.785564	71.058266	50.418777	50.782066	32.26173	28.401453	32.741127	37.36698	38.534664	29.965767	28.319328	49.942165	42.38831	10.33893	38.045406	35.16457	33.881077	34.52587	41.26996	35.359028	52.241886	40.071877	55.906513	36.958027	41.85581	36.28884	32.33508	12.998954	76.84372	34.26511	50.794605	35.7837	43.46306	68.50105	46.8316	44.66319	20.61849	35.104385	28.01998	26.91727	38.40546	27.690527	39.41415	14.996829	38.615868	36.139294	6.601881	42.47584	31.424149	25.260504	30.694206	35.894516	26.135136	24.84964	18.55602	36.514553	16.569038	50.09761	27.844608	29.0718	6.787815	8.640919	28.731375	28.704712	64.631744	27.522512	40.685986	15.505808	46.148495	26.059937	31.5404	67.57872	18.48431	29.993801	28.063675	42.279118	49.192547	36.976597	40.427063	47.534687	32.676777	40.86924	22.186047	38.355625	15.830329
29.80359	31.472252	35.00313	25.438227	21.25079	37.08664	20.83901	38.332294	21.792532	11.484343	27.059322	28.291536	31.184404	36.893574	19.579876	17.750261	26.396029	10.172088	34.668762	45.561256	46.148224	28.835602	32.54953	43.92017	48.548252	54.18085	56.799587	30.908524	58.90486	60.738445	22.83211	33.278946	23.706432	31.210032	40.868958	24.124088	66.76495	32.31904	22.530762	26.433823	33.34385	26.01266	31.001045	29.111696	34.02416	35.85005	60.408657	33.682106	29.90456	43.96101	38.778603	40.39709	40.81741	71.10911	50.408226	50.85297	32.274242	28.359959	32.73591	37.403786	38.537815	29.935684	28.286764	50.00841	42.354904	10.358867	38.025345	35.103775	33.91727	34.561775	41.338234	35.408657	52.322514	40.065624	55.76891	36.965374	41.78112	36.282585	32.3644	13.021967	76.81415	34.252384	50.91805	35.84744	43.44745	68.3924	46.872143	44.832115	20.600426	35.102295	28.016825	26.962772	38.392857	27.696842	39.490116	14.991544	38.64092	36.10395	6.5987463	42.5021	31.546488	25.230042	30.533262	35.96097	26.19023	24.897013	18.568586	36.58108	16.569038	50.029076	27.84778	29.005203	6.805672	8.632567	28.716684	28.710995	64.61514	27.462828	40.74921	15.495248	46.239876	26.11041	31.55299	67.607445	18.485355	29.941116	28.115866	42.324238	49.108696	36.948936	40.424946	47.50694	32.68096	40.98071	22.280127	38.305733	15.887592
29.866667	31.478535	34.99477	25.381205	21.23077	37.044884	20.820433	38.311527	21.795643	11.52714	27.12102	28.314524	31.147524	36.98944	19.613071	17.691746	26.420063	10.176656	34.66981	45.60314	46.288704	28.79581	32.550575	44.00737	48.50265	54.365673	56.730373	31.007277	58.7907	60.85579	22.90766	33.21158	23.660788	31.25183	40.83244	24.1439	66.860146	32.29812	22.557873	26.408613	33.37119	25.989452	31.008368	29.02529	33.952633	35.862724	60.48363	33.708862	29.88123	43.87882	38.73093	40.411457	40.704884	71.14831	50.374474	50.97283	32.263817	28.322615	32.634655	37.314407	38.435925	29.950207	28.307774	50.02734	42.465553	10.303253	38.064415	35.048218	33.94002	34.44984	41.17332	35.44245	52.414482	40.111458	55.69853	36.98321	41.73444	36.294056	32.45445	12.962343	76.76452	34.1421	50.978214	35.777428	43.316338	68.40084	47.050934	44.827946	20.585546	35.078453	28.106203	26.979317	38.297268	27.645264	39.56608	15.004229	38.73954	36.00208	6.628004	42.642857	31.613636	25.236345	30.443132	35.94093	26.266111	24.92276	18.601048	36.745323	16.543934	50.12799	27.866808	29.005203	6.785714	8.615867	28.644281	28.66178	64.60374	27.43979	40.69588	15.457233	46.288242	26.059937	31.658972	67.64392	18.535639	29.806818	28.091858	42.333683	49.110767	36.985107	40.390064	47.418358	32.700836	40.96026	22.249472	38.304256	15.946978
29.848677	31.481676	35.009415	25.354805	21.19178	36.95407	20.791538	38.423676	21.865145	11.545929	27.106157	28.284222	31.192835	37.0528	19.609959	17.715778	26.455591	10.20715	34.734802	45.6356	46.343098	28.746597	32.539104	44.011578	48.483562	54.37953	56.65806	30.948025	58.751587	60.90842	22.919203	33.210526	23.582987	31.260187	40.787327	24.140772	66.85805	32.245815	22.569344	26.397058	33.31651	25.968355	31.027197	29.125395	33.929474	35.877506	60.347412	33.736286	29.963945	43.911488	38.758476	40.369793	40.687897	70.98517	50.260548	50.984325	32.380604	28.349585	32.53027	37.26183	38.35189	29.925312	28.445377	50.14301	42.468685	10.304302	38.045406	35.050316	33.94209	34.354805	41.179623	35.55016	52.40189	40.19479	55.67752	36.956978	41.711617	36.237747	32.493195	12.966527	76.8057	34.14104	50.96677	35.724136	43.325703	68.46519	46.97713	44.809177	20.556854	35.046024	28.145111	27.020683	38.25315	27.703157	39.76587	14.984144	38.72908	35.889812	6.639498	42.637604	31.672522	25.24895	30.332619	36.041138	26.225573	24.899073	18.56021	36.72869	16.525105	50.135277	27.860466	29.095734	6.7731094	8.596033	28.590767	28.662827	64.44191	27.42932	40.692715	15.499472	46.30489	26.08202	31.73872	67.55011	18.533543	29.73967	28.18163	42.293808	49.158386	37.037235	40.265327	47.37887	32.72385	40.90011	22.219873	38.35532	15.943796
29.873016	31.46597	35.04812	25.329462	21.288279	36.91023	20.71517	38.333332	21.797718	11.577244	27.184713	28.219666	31.237091	37.073917	19.658714	17.736677	26.37343	10.172813	34.776497	45.536125	46.41527	28.777779	32.45407	43.98	48.536095	54.48773	56.630165	30.849115	58.60888	60.86842	22.910715	33.17808	23.523859	31.240585	40.852848	24.082378	66.85489	32.177826	22.577684	26.370798	33.2755	26.029568	31.001045	29.049526	34.023182	35.929176	60.263992	33.722572	29.958643	43.91043	38.783897	40.423958	40.706696	70.77436	50.242615	50.96343	32.379562	28.323652	32.528183	37.260777	38.390114	29.854773	28.446428	50.11567	42.39979	10.332634	38.15539	35.049316	33.892227	34.34884	41.162815	35.530094	52.558823	40.104275	55.564075	36.883526	41.664936	36.232777	32.57398	12.983246	76.857445	34.112408	50.956387	35.75026	43.349636	68.47574	47.02079	44.695515	20.573858	34.985355	28.101053	27.004137	38.184875	27.756842	39.779396	15.004229	38.66841	35.911644	6.6443515	42.619747	31.67562	25.286015	30.266094	36.02532	26.160084	24.987642	18.619497	36.70686	16.57068	50.110416	27.80529	29.085327	6.7605042	8.573069	28.667366	28.678534	64.37033	27.42199	40.765575	15.506864	46.331947	26.177708	31.674711	67.45522	18.483229	29.79938	28.154488	42.204617	49.222797	37.053192	40.24947	47.38634	32.748955	40.89259	22.279366	38.456383	15.930011
29.799788	31.406282	35.079666	25.292503	21.334742	36.87161	20.65738	38.291798	21.761412	11.571578	27.104145	28.183054	31.290833	36.935585	19.636929	17.70324	26.487448	10.131718	34.695698	45.5822	46.49477	28.74738	32.497913	43.936844	48.42357	54.45891	56.5062	30.776276	58.4704	60.882107	22.92437	33.21391	23.510374	31.194561	40.844254	24.066807	66.78339	32.151672	22.597498	26.33859	33.212406	26.015839	30.96548	29.03059	33.9157	35.877377	60.299896	33.75844	29.847296	43.807167	38.70021	40.39375	40.702446	70.6589	50.168777	50.874607	32.304485	28.317427	32.489563	37.310852	38.42587	29.863966	28.3771	50.092533	42.29645	10.318993	38.02222	35.114376	33.821762	34.435516	41.14706	35.407604	52.543068	40.19708	55.536766	36.993706	41.65975	36.143005	32.533054	13.016754	76.98944	34.00106	50.929386	35.72518	43.326744	68.52743	46.971935	44.65589	20.529224	34.97385	28.01158	26.957602	38.113445	27.709475	39.85104	14.988372	38.6356	35.81185	6.6481676	42.603992	31.61777	25.04732	30.2103	36.07173	26.151768	24.936148	18.628931	36.61954	16.598532	50.047916	27.784126	29.10926	6.7310925	8.611691	28.67681	28.61466	64.21992	27.37068	40.79831	15.50264	46.28616	26.249212	31.766808	67.22601	18.462265	29.742502	28.117954	42.178383	49.104664	37.024467	40.196617	47.339382	32.74477	40.86681	22.270899	38.49149	15.902335
29.79661	31.366491	35.036686	25.27983	21.333685	36.81002	20.69453	38.184837	21.80498	11.635319	27.116898	28.185146	31.224447	36.935585	19.510374	17.671892	26.532427	10.104321	34.645332	45.574867	46.49005	28.797693	32.439457	43.894737	48.45329	54.53255	56.52637	30.766909	58.374207	60.949474	22.933823	33.162277	23.572615	31.313808	40.89796	24.14927	66.7939	32.100418	22.608967	26.374342	33.21977	26.096092	31.060669	28.968355	33.879875	36.009525	60.31679	33.71941	29.733828	43.72363	38.581123	40.388542	40.611053	70.60805	50.257385	50.784744	32.27737	28.31224	32.40439	37.278187	38.381702	29.85566	28.334034	50.134735	42.33403	10.33754	38.01695	35.057713	33.78031	34.46723	41.03046	35.372093	52.614494	40.275288	55.436974	37.071354	41.913902	36.210857	32.438614	13.02932	76.99683	33.967125	50.984425	35.727272	43.201874	68.601265	47.33368	44.76851	20.52766	35.125523	28.040043	26.916235	38.158615	27.652632	39.838543	14.98203	38.62932	35.847195	6.6649213	42.624607	31.540289	25.099895	30.153599	36.02426	26.132017	24.95567	18.610064	36.60499	16.597061	50.025	27.790255	29.129032	6.7402735	8.614822	28.69255	28.597906	64.17427	27.435602	40.805702	15.5	46.30521	26.217896	31.804623	67.02452	18.484276	29.803516	28.255741	42.222454	48.985493	37.05638	40.128963	47.21558	32.744503	40.792698	22.275133	38.347874	15.942676
29.756355	31.307854	34.972748	25.269272	21.374868	36.828632	20.72549	38.116302	21.747925	11.580982	27.081827	28.144352	31.20021	36.92925	19.458506	17.660397	26.447699	10.136987	34.56873	45.448166	46.371727	28.775446	32.356995	43.936844	48.42569	54.58378	56.51242	31.022892	58.361523	60.99053	22.830883	33.066387	23.54668	31.214436	40.854996	24.170147	66.73291	32.134937	22.709072	26.30389	33.189274	26.074974	31.080544	28.855486	33.778713	35.996826	60.138332	33.731014	29.748674	43.751846	38.59809	40.458332	40.4729	70.71081	50.044304	50.71996	32.30657	28.221992	32.388714	37.3804	38.323868	29.72378	28.304623	50.105263	42.10021	10.362776	37.89195	35.005245	33.878757	34.52537	41.10084	35.414814	52.48109	40.39833	55.463234	37.09129	41.791492	36.20355	32.378803	13.0502615	76.825584	33.99682	51.020767	35.66876	43.130207	68.52004	47.351353	44.75495	20.573404	35.117153	27.978926	26.9121	38.05042	27.678947	39.854015	15.0074	38.570683	35.821205	6.6806283	42.59516	31.66391	25.101997	30.117079	35.83755	26.100832	24.924742	18.60063	36.48233	16.56768	50.04171	27.710806	29.092611	6.7329125	8.5778475	28.61595	28.575916	64.07677	27.403141	40.85111	15.44926	46.228127	26.207369	31.781513	67.01386	18.487421	29.767323	28.264091	42.21616	49.030052	37.018085	40.096195	47.125935	32.7267	40.656284	22.25397	38.303192	16.015924
29.694916	31.33089	35.00629	25.184793	21.400211	36.76489	20.666666	37.96158	21.769709	11.649948	27.071201	28.038702	31.153847	36.892292	19.431536	17.661442	26.403767	10.094836	34.526756	45.43979	46.371727	28.751312	32.208767	43.970497	48.494694	54.65315	56.52795	30.90947	58.46829	60.986317	22.764706	33.063225	23.511412	31.291842	40.838882	24.147182	66.80316	32.104603	22.793535	26.29653	33.126183	26.048574	31.074268	28.886076	33.807167	36.008465	60.230446	33.761604	29.693531	43.89958	38.630966	40.46875	40.333687	70.74337	49.972572	50.65726	32.22315	28.193983	32.334377	37.43249	38.363827	29.706127	28.24685	50.139095	42.072025	10.350158	37.806145	34.993706	33.858032	34.47463	41.02521	35.3418	52.621452	40.676746	55.311974	37.07765	41.779045	36.13048	32.257084	13.129843	76.76744	33.99788	50.937695	35.716824	43.129166	68.60865	47.217255	44.747654	20.626596	35.05021	27.975763	26.981386	38.040966	27.663158	39.838375	15.049683	38.47065	35.798336	6.6806283	42.60105	31.677353	25.170347	30.149302	35.82384	26.140333	24.919588	18.516771	36.44075	16.565582	49.97706	27.638771	29.095734	6.754995	8.545455	28.579224	28.635603	63.81639	27.365444	40.84055	15.447145	46.297916	26.223392	31.823343	66.94989	18.471699	29.70424	28.24739	42.176285	49.015545	37.01064	40.01797	47.033085	32.717278	40.65199	22.320635	38.519703	15.926751
29.682203	31.430819	35.00524	25.226215	21.436575	36.738766	20.724459	37.967808	21.733402	11.615063	27.052073	28.021967	31.162447	36.97357	19.440872	17.659351	26.492147	10.102213	34.567226	45.508385	46.28063	28.67786	32.31837	43.93467	48.58174	54.723587	56.5886	30.988554	58.56085	61.018967	22.814075	33.02529	23.559128	31.360878	40.992474	24.168058	66.78737	32.200836	22.762253	26.270243	33.123028	26.009504	31.132845	28.89135	33.739727	35.98201	60.27167	33.85005	29.675503	43.983086	38.663837	40.58664	40.261425	70.66879	49.977848	50.683056	32.266945	28.164938	32.217346	37.477848	38.47579	29.626167	28.301788	50.24367	42.290493	10.359621	37.73093	34.992653	33.95648	34.53171	40.960083	35.298412	52.65579	40.692066	55.321766	37.267086	41.80083	36.245304	32.243443	13.175053	76.969315	34.037117	50.99377	35.816944	43.160416	68.65998	47.322918	44.799583	20.66383	34.950836	27.998947	27.023785	37.917015	27.713684	39.755997	15.102537	38.502098	35.866943	6.704712	42.720463	31.607033	25.246058	30.111828	35.87434	26.094595	24.891752	18.524109	36.379417	16.56978	50.04906	27.601694	29.024975	6.7697163	8.53605	28.52626	28.656544	63.85892	27.287958	40.947147	15.445032	46.279167	26.170706	31.869474	66.94669	18.483229	29.685625	28.30303	42.175236	48.981346	37.065956	40.031746	47.183563	32.750786	40.585392	22.348148	38.59638	15.997877
